crop,response,exposure,label,peak_lag,peak_effect,peak_ci_low,peak_ci_high,peak_p,peak_fdr_p,n_lag_fdr_sig,max_abs_effect
青椒,price,humidity,相对湿度,12.0,0.12722872332551333,-0.042626394237669146,0.29708384088869577,0.14207066643457783,0.9997788117577607,0.0,0.12722872332551333
青椒,price,pressure_msl,海平面气压,11.0,-0.056869198933738714,-0.2517878002346773,0.13804940236719987,0.5674255892968383,0.9997788117577607,0.0,0.056869198933738714
青椒,price,radiation,短波辐射,3.0,0.04511983739741291,-0.11453842114696675,0.20477809594179255,0.5796465482722967,0.9997788117577607,0.0,0.04511983739741291
青椒,price,temp_mean,日平均气温,11.0,0.06667705825171213,-0.1766690021294752,0.31002311863289944,0.5912386618389479,0.9997788117577607,0.0,0.06667705825171213
青椒,price,wind_speed,日最大风速,1.0,0.17917274643043435,0.029065129542410945,0.3292803633184578,0.019308947125978037,0.538854338399387,0.0,0.17917274643043435
青椒,volume,cloud_cover,云量,1.0,-0.1808470869223259,-0.28527461790535524,-0.07641955593929656,0.0006879965120971335,0.02579986920364251,1.0,0.1808470869223259
青椒,volume,dew_point,露点温度,3.0,-0.03353648941647877,-0.23313536833486057,0.16606238950190302,0.7419152809419964,0.9997788117577607,0.0,0.03353648941647877
青椒,volume,et0,参考蒸散ET0,3.0,-0.11647126069612773,-0.3750667942122967,0.14212427282004125,0.37735367331738345,0.9997788117577607,0.0,0.11647126069612773
青椒,volume,humidity,相对湿度,1.0,-0.05262543968101699,-0.2639428738389009,0.15869199447686697,0.6254729036719456,0.9997788117577607,0.0,0.05262543968101699
青椒,volume,pressure_msl,海平面气压,1.0,0.13798514987226118,-0.07506746026798364,0.351037760012506,0.20429523967174934,0.9997788117577607,0.0,0.13798514987226118
