crop,variable,year,value,series_mean,series_sd,anomaly,anomaly_pct,z_within_series,n_years_in_series
玉米,yield_kg_per_ha,2020,7631.0,7749.349999999999,268.9419547039845,-118.34999999999945,-1.5272248640208466,-0.4400577817256641,6
玉米,yield_kg_per_ha,2021,7968.0,7749.349999999999,268.9419547039845,218.65000000000055,2.821526966777866,0.8130007095421812,6
玉米,yield_kg_per_ha,2022,7325.0,7749.349999999999,268.9419547039845,-424.34999999999945,-5.47594314361849,-1.5778497648946868,6
玉米,yield_kg_per_ha,2023,7965.0,7749.349999999999,268.9419547039845,215.65000000000055,2.782814042468085,0.801845886177779,6
玉米,yield_kg_per_ha,2024,7620.0,7749.349999999999,268.9419547039845,-129.34999999999945,-1.6691722531567095,-0.48095880072847214,6
玉米,yield_kg_per_ha,2025,7987.1,7749.349999999999,268.9419547039845,237.7500000000009,3.067999251550142,0.8840197516288765,6
粮食,production_ton,2017,3822921.63546779,4033850.8513359586,186213.90321353613,-210929.2158681685,-5.228979048600955,-1.1327253885349835,9
粮食,production_ton,2018,3690709.71,4033850.8513359586,186213.90321353613,-343141.1413359586,-8.50654012709257,-1.8427256795238867,9
粮食,production_ton,2019,4183026.316555838,4033850.8513359586,186213.90321353613,149175.46521987952,3.6980907504419647,0.8010973544162076,9
粮食,production_ton,2020,4094000.0,4033850.8513359586,186213.90321353613,60149.14866404142,1.491109881866872,0.3230110514093402,9
粮食,production_ton,2021,4186000.0,4033850.8513359586,186213.90321353613,152149.14866404142,3.7718089803357904,0.8170665349813767,9
粮食,production_ton,2022,3927000.0,4033850.8513359586,186213.90321353613,-106850.85133595858,-2.6488547860060563,-0.5738070546399,9
粮食,production_ton,2023,4196000.0,4033850.8513359586,186213.90321353613,162149.14866404142,4.019711056256325,0.8707682179783373,9
粮食,production_ton,2024,4005000.0,4033850.8513359586,186213.90321353613,-28850.851335958578,-0.715218593825886,-0.15493392726360816,9
粮食,production_ton,2025,4200000.0,4033850.8513359586,186213.90321353613,166149.14866404142,4.118871886624539,0.8922488911771215,9
粮食,yield_kg_per_ha,2017,7033.807298941297,7400.485597609088,342.8373565540709,-366.67829866779084,-4.954787004602177,-1.0695400943273807,9
粮食,yield_kg_per_ha,2018,6744.237362468683,7400.485597609088,342.8373565540709,-656.2482351404042,-8.867637487902437,-1.9141678192146,9
粮食,yield_kg_per_ha,2019,7661.425717071807,7400.485597609088,342.8373565540709,260.94011946271985,3.525986450767813,0.7611192726646913,9
粮食,yield_kg_per_ha,2020,7576.0,7400.485597609088,342.8373565540709,175.51440239091244,2.37166061707649,0.511946551434896,9
粮食,yield_kg_per_ha,2021,7718.0,7400.485597609088,342.8373565540709,317.51440239091244,4.290453622306805,0.9261371210603049,9
粮食,yield_kg_per_ha,2022,7214.0,7400.485597609088,342.8373565540709,-186.48559760908756,-2.519910283581072,-0.5439477176101603,9
粮食,yield_kg_per_ha,2023,7680.0,7400.485597609088,342.8373565540709,279.51440239091244,3.7769738040057343,0.8152973911605476,9
粮食,yield_kg_per_ha,2024,7335.0,7400.485597609088,342.8373565540709,-65.48559760908756,-0.884882441096086,-0.19101068292935414,9
粮食,yield_kg_per_ha,2025,7641.9,7400.485597609088,342.8373565540709,241.41440239091207,3.26214272302492,0.704165977761053,9
花生,production_ton,2020,120414.0,124197.1,5986.799136015841,-3783.100000000006,-3.0460453585470235,-0.6319069529561039,5
花生,production_ton,2021,119044.5,124197.1,5986.799136015841,-5152.600000000006,-4.148728110398717,-0.860660243134366,5
花生,production_ton,2022,120065.7,124197.1,5986.799136015841,-4131.400000000009,-3.3264866893027363,-0.6900849529335331,5
花生,production_ton,2023,130908.0,124197.1,5986.799136015841,6710.899999999994,5.403427294196075,1.1209495838315422,5
花生,production_ton,2024,130553.3,124197.1,5986.799136015841,6356.199999999997,5.117832864052379,1.0617025651924559,5
花生,yield_kg_per_ha,2020,3683.0,3853.6,177.43815824111792,-170.5999999999999,-4.427029271330701,-0.9614617379435051,5
花生,yield_kg_per_ha,2021,3723.0,3853.6,177.43815824111792,-130.5999999999999,-3.3890388208428464,-0.7360310842639024,5
花生,yield_kg_per_ha,2022,3810.0,3853.6,177.43815824111792,-43.59999999999991,-1.1314095910317603,-0.24571941251076646,5
花生,yield_kg_per_ha,2023,4122.0,3853.6,177.43815824111792,268.4000000000001,6.964915922773512,1.5126396861901348,5
