crop,model,hazard_key,hazard_label,window,beta_A,se_A,p_A,beta_C,se_C,p_C,beta_B,se_B,p_B,delta_C_to_B,r2_A,r2_C,r2_B,n,fdr_p_volume
青椒,per-crop HAC,wind,风速,lag0-2,0.30265729792833895,0.08814058271865409,0.0005951790629061921,0.02811741052393852,0.017225673270066535,0.10261698721630415,0.027542167966330848,0.017061912210275205,0.1064735133141925,-0.000575242557607672,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,wind,风速,lag3-14,0.5672358875714621,0.22712512720080616,0.012508662700161845,-0.046182113119295855,0.027432166461143655,0.0922779101026388,-0.04547272673998907,0.027821005982899737,0.10215924202791705,0.0007093863793067867,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,volume_z,成交量异常,同日,,,,,,,-0.0035660679061674215,0.008372580470168398,0.6701645366570186,,0.12466838022116222,0.943702378201655,0.943720705969289,1409,0.8096429503926691
青椒,per-crop HAC,price_lag1,价格滞后(上一交易日),t-1,,,,0.9692088553260985,0.008387401499930591,0.0,0.967842373428984,0.008777323214103327,0.0,,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
韭菜,per-crop HAC,precip_3d,3日累计降水,lag0-2,0.06554003474855115,0.05991472873721691,0.2740038683852072,0.043169825234240296,0.011275508438709388,0.00012885506189520656,0.043076919298260914,0.011243940089697646,0.0001275596297351515,-9.290593597938157e-05,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,precip_3d,3日累计降水,lag3-14,0.3606159524068189,0.11392948908502476,0.0015494677570827887,0.01605017681319315,0.01983689048996898,0.41845331632265403,0.016571994634573955,0.020009880527083142,0.40756257565554743,0.0005218178213808045,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,temp_max,日最高气温,lag0-2,-0.008185695819454723,0.22613855560876964,0.971124719129711,-0.004572359178873216,0.042492283358752554,0.9143094594558756,-0.0030171433602837437,0.041946225503344876,0.9426585381554191,0.0015552158185894727,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,temp_max,日最高气温,lag3-14,-0.6060537666181066,0.37636891675927037,0.10733997435935591,-0.08138671358460109,0.05960110826340199,0.17208857415365908,-0.08356440205948673,0.05981267389439066,0.16238292191683434,-0.0021776884748856418,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,vpd,饱和水汽压差VPD,lag0-2,-0.1559713498818224,0.14780366149233096,0.29130625016855893,-0.018584831079638958,0.02048772121146846,0.36434309986535385,-0.01798222803081803,0.020410762754880463,0.37830864369482264,0.0006026030488209266,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,vpd,饱和水汽压差VPD,lag3-14,0.13231460979801787,0.2617258164884437,0.6131749417019083,0.031125834506699132,0.03661968409528919,0.39533870448921105,0.033148695993390875,0.03768474045771005,0.3790588073608606,0.0020228614866917433,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,soil_z,土壤水分异常,lag0-2,-0.08420049130682394,0.11717694254363954,0.4724024543662062,0.0018579392971287377,0.010573577388409913,0.8605176165811146,0.0024389686022099795,0.010513038942751251,0.816542183011067,0.0005810293050812418,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,soil_z,土壤水分异常,lag3-14,0.2695867324382025,0.1288055007013218,0.0363513588544533,0.009294675961991773,0.012336329755151433,0.45118595922558147,0.010048806677897648,0.012624847962335066,0.42605838400833573,0.0007541307159058749,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,wind,风速,lag0-2,0.19497826437640864,0.0765422177566855,0.010855082232692034,0.032157451358328454,0.017563929811417585,0.06711842599881968,0.03196226752077653,0.017535549028232053,0.06834691919195149,-0.0001951838375519252,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,wind,风速,lag3-14,0.28760700657597554,0.16442326675926117,0.0802587363525865,-0.03501648311122526,0.026723804370032734,0.1900907959953042,-0.03433238297168177,0.026711787719642128,0.19869110281833025,0.0006841001395434879,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
韭菜,per-crop HAC,volume_z,成交量异常,同日,,,,,,,-0.003120736015155387,0.007344728057725361,0.6709134393898952,,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,0.8096429503926691
韭菜,per-crop HAC,price_lag1,价格滞后(上一交易日),t-1,,,,0.9609389565115477,0.01088836738767802,0.0,0.9601423850876053,0.011169476732659972,0.0,,0.17039127603910087,0.941077634252969,0.9410941220686416,1409,
黄瓜,per-crop HAC,precip_3d,3日累计降水,lag0-2,0.16995235507504536,0.07961399699702269,0.032785157842908745,0.0741212302990543,0.020901059198384486,0.0003906950699771123,0.0726991057132972,0.02006031859743133,0.00029005301292402033,-0.0014221245857571063,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,precip_3d,3日累计降水,lag3-14,0.8318589502257637,0.20975911346523277,7.315565353808639e-05,0.04949985214213121,0.033399908121102544,0.1383308285352603,0.05153785821692802,0.0339887950681149,0.1294386912207209,0.0020380060747968165,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,temp_max,日最高气温,lag0-2,-0.6248063826522975,0.27814604970882445,0.024683208150933573,-0.10110489818004496,0.05283151658561322,0.0556555350035047,-0.09561861861811335,0.05305452744370209,0.07150283104569391,0.005486279561931609,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,temp_max,日最高气温,lag3-14,-0.392513969796166,0.3940415706769872,0.3191902647638214,0.12658963641085053,0.08088431758758557,0.11756644623995546,0.11334485981299314,0.08073170839069743,0.16032791896670673,-0.013244776597857388,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,vpd,饱和水汽压差VPD,lag0-2,0.05141910588999028,0.15455798663809556,0.7393721608665283,0.011724095697222159,0.029364665229366968,0.6897026544147251,0.01082037752814502,0.02925548699478769,0.7114882556591328,-0.000903718169077139,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,vpd,饱和水汽压差VPD,lag3-14,0.6459759761167048,0.3758099195893138,0.08563437262533338,0.02524367472725661,0.05559754442390598,0.6497978924856382,0.03145327068177639,0.057392506875961244,0.5836658586125979,0.006209595954519781,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,soil_z,土壤水分异常,lag0-2,-0.14439966928729667,0.10595639460179751,0.17293872388771647,-0.016535773611801655,0.016348791715825945,0.3118072974055608,-0.01484543567849992,0.016093837911654647,0.3563044319614549,0.0016903379333017346,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,soil_z,土壤水分异常,lag3-14,0.28853937688772646,0.16459365059440906,0.07959501236676819,0.021965538732686876,0.01999078483550102,0.27186263740735384,0.02241794327154298,0.020263916379397784,0.2685972772673534,0.0004524045388561021,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,wind,风速,lag0-2,0.10765953216286005,0.09448337399903736,0.25451351873876715,0.028353892215215115,0.022300528880283346,0.20357044166112748,0.03122331184477217,0.02239710314769296,0.16329401027477686,0.002869419629557054,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,wind,风速,lag3-14,-0.03333449077457375,0.23202810552358735,0.8857644216045153,-0.04643729058728182,0.03552581960432148,0.1911644922230522,-0.04008988877848725,0.0365330940555832,0.27248485698647085,0.0063474018087945686,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
黄瓜,per-crop HAC,volume_z,成交量异常,同日,,,,,,,-0.011114707369842004,0.010138207601951898,0.2729392944975505,,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,0.8096429503926691
黄瓜,per-crop HAC,price_lag1,价格滞后(上一交易日),t-1,,,,0.9401524553167896,0.012915348450723277,0.0,0.9357064038591892,0.01457319220066747,0.0,,0.14864560900773582,0.9069082626059424,0.9070738825464398,1409,
POOLED,pooled cluster-by-date,precip_3d,3日累计降水,lag0-2,0.020903291715411887,0.030221463471922894,0.4891443399540204,0.014276576290120338,0.006075981736786028,0.018789859825379184,0.014066498556266804,0.006010928761470559,0.019275793498359582,-0.00021007773385353472,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,precip_3d,3日累计降水,lag3-14,0.10587851677391297,0.04394639205674398,0.015984674203791373,0.011643895834943688,0.009774925812415538,0.23357491063336555,0.011529685509886867,0.009769634789963113,0.23793848488591696,-0.00011421032505682174,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,temp_max,日最高气温,lag0-2,-0.03661365946719193,0.13437684478703943,0.7852606522302867,-0.025271182095130115,0.03183497102206234,0.42730122633289047,-0.023256508588935864,0.031041848882855223,0.4537375349041467,0.0020146735061942513,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,temp_max,日最高气温,lag3-14,-0.04142521225369835,0.15207019714359385,0.7853079480351248,0.01377810156067857,0.039971513975720546,0.7303214098956602,0.011964850453036113,0.03961541045617498,0.7626328875345759,-0.0018132511076424575,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,vpd,饱和水汽压差VPD,lag0-2,-0.14845538632964791,0.06396037356723311,0.02028400940744624,-0.009536612122209014,0.01350396626285462,0.48005865260790037,-0.009552120753060268,0.013494258243043598,0.47902874484847313,-1.5508630851254063e-05,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,vpd,饱和水汽压差VPD,lag3-14,-0.12487180144708385,0.08966519431938766,0.16372711098438386,0.006474981644000198,0.02030932778906648,0.7498644392318988,0.007589235262031091,0.02022039552195418,0.7074182124387489,0.001114253618030893,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,soil_z,土壤水分异常,lag0-2,-0.06597341038819701,0.038557341076164604,0.08707249617732364,0.00690195531094049,0.007076721995501694,0.32940948399219483,0.007334609397369225,0.007087716140146915,0.30074645784014886,0.000432654086428735,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,soil_z,土壤水分异常,lag3-14,0.15702630573563614,0.0441665230056817,0.00037751337497438943,0.0023372472252264635,0.008040966213152029,0.771305660695714,0.002827437742652946,0.008035775195694199,0.7249460695601508,0.0004901905174264825,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,wind,风速,lag0-2,0.17520651807819762,0.044147968386113366,7.228999835526537e-05,0.02539521533543887,0.009462724116230684,0.0072810048417327085,0.025297338578322243,0.009406747156923051,0.007160720512901399,-9.787675711662655e-05,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,wind,风速,lag3-14,0.3016616386344832,0.059146902309600666,3.392763557876622e-07,-0.026551419296600282,0.015042765080850062,0.07755327611960516,-0.026023146400010813,0.015037511147461958,0.08353227586940702,0.0005282728965894691,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,volume_z,成交量异常,同日,,,,,,,-0.0035208196459795013,0.00516586627150571,0.49552066433551645,,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
POOLED,pooled cluster-by-date,price_lag1,价格滞后(上一交易日),t-1,,,,0.9651615603552199,0.0049427568585570306,0.0,0.9644276631926042,0.004581456103090186,0.0,,0.043536875785435414,0.9354514516471926,0.9354685255905789,14090,
