crop,model,hazard_key,hazard_label,window,beta_A,se_A,p_A,beta_C,se_C,p_C,beta_B,se_B,p_B,delta_C_to_B,r2_A,r2_C,r2_B,n,fdr_p_volume
芹菜,per-crop HAC,vpd,饱和水汽压差VPD,lag0-2,-0.29879092971474364,0.15558294485277754,0.05479973387189864,-0.025548560001001235,0.022291497461860876,0.2517486782171413,-0.025520954433328635,0.02223139552346017,0.25098133278097845,2.760556767259989e-05,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
芹菜,per-crop HAC,vpd,饱和水汽压差VPD,lag3-14,-0.44374420493425826,0.3304421554823627,0.17931079117748872,0.0022466304348318367,0.030648135281736245,0.9415642210295169,0.005535905278159475,0.030761634237777974,0.8571829096469495,0.0032892748433276386,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
芹菜,per-crop HAC,soil_z,土壤水分异常,lag0-2,-0.0923170336928496,0.11887565619841128,0.43740374239652535,-0.0028130547245765938,0.012200482817402394,0.8176495511306624,-0.0020217293669880405,0.01226900077471344,0.869114360932189,0.0007913253575885532,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
芹菜,per-crop HAC,soil_z,土壤水分异常,lag3-14,0.13308667729235568,0.15948111160792025,0.4040003834725061,0.01198128988555842,0.013713808457601024,0.38230010425800454,0.013045756754796422,0.013790686292562393,0.34415718449368904,0.001064466869238001,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
芹菜,per-crop HAC,wind,风速,lag0-2,0.11268331177305435,0.08584008942840067,0.18928002701031432,0.023362264351988217,0.017559555100415198,0.1833671570445612,0.023013969198688245,0.017311953795949964,0.18372636496877515,-0.0003482951532999719,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
芹菜,per-crop HAC,wind,风速,lag3-14,0.24537884225430193,0.22482001854675168,0.27507681323377253,-0.019976585378640707,0.0222014091626787,0.36823251026231507,-0.019375847254745497,0.02212123263864425,0.3810878505434647,0.00060073812389521,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
芹菜,per-crop HAC,volume_z,成交量异常,同日,,,,,,,-0.004788923893090797,0.007713547892370791,0.5347010784840462,,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,0.8096429503926691
芹菜,per-crop HAC,price_lag1,价格滞后(上一交易日),t-1,,,,0.9595886472063374,0.012417017905806635,0.0,0.9584817715374838,0.013410592201337739,0.0,,0.0719931705700193,0.926084992240342,0.9261088982063809,1409,
茄子,per-crop HAC,precip_3d,3日累计降水,lag0-2,-0.0058798992514224255,0.06020712882532836,0.9222013419419297,0.005835636671570381,0.009843725697478285,0.5532962361694593,0.00410477561046595,0.009807975738758202,0.6755713190930872,-0.0017308610611044307,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,precip_3d,3日累计降水,lag3-14,-0.014841153813636876,0.12423874612789283,0.9049135223905105,0.01810149669380745,0.015361594296722665,0.23865289829497083,0.015707225311576437,0.01600951919495411,0.32653462093190677,-0.002394271382231014,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,temp_max,日最高气温,lag0-2,0.07451676897286079,0.23434740711711433,0.750503407972014,-0.04297326188769228,0.04289137874319121,0.3163875060025967,-0.03523490780941229,0.04141090762762128,0.3948468191834894,0.0077383540782799895,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,temp_max,日最高气温,lag3-14,0.19846519935948703,0.35422790735135684,0.575291571671684,0.022006570532760887,0.0646813807066291,0.7336830438361297,0.01727004811759251,0.06518725819585304,0.7910635312963946,-0.004736522415168379,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,vpd,饱和水汽压差VPD,lag0-2,-0.18560019107943498,0.1402797853069636,0.18581158929054487,0.005230236117782557,0.018945358897522278,0.7824946715650616,0.00419338044707936,0.01887774715705645,0.8242099435612275,-0.0010368556707031976,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,vpd,饱和水汽压差VPD,lag3-14,-0.430288642694244,0.3326694401234439,0.19585821446556684,-0.025953752597804622,0.03356551850402255,0.4393882714465561,-0.025367743272560084,0.03383775926148889,0.4534429710626259,0.0005860093252445381,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,soil_z,土壤水分异常,lag0-2,-0.0012774624377675549,0.09976368537358964,0.9897834597937678,0.023639505047300856,0.01170232763844876,0.04337626846413303,0.02479962837175205,0.011878117437196368,0.03681212063109279,0.001160123324451194,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,soil_z,土壤水分异常,lag3-14,0.19000747630730908,0.16628954527734394,0.25319211147878595,-0.020325729437441074,0.014719643264830714,0.16732278726951522,-0.019339093786369065,0.014923464548683828,0.195015109416249,0.0009866356510720084,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,wind,风速,lag0-2,0.16043602753103245,0.0798583984938668,0.04453646316094568,0.025581471120455456,0.014657367837508727,0.08093305324854626,0.026382585886257214,0.014870419988030816,0.0760357815345792,0.0008011147658017574,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,wind,风速,lag3-14,0.17441220457132622,0.16314240042458453,0.2850338240897623,-0.030956322289233,0.020575846858986942,0.13245316490380635,-0.026132863738770103,0.019657464870986248,0.18371218077941798,0.004823458550462897,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
茄子,per-crop HAC,volume_z,成交量异常,同日,,,,,,,-0.009501918411201484,0.008181138481103157,0.245462168784911,,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,0.8096429503926691
茄子,per-crop HAC,price_lag1,价格滞后(上一交易日),t-1,,,,0.9685957453051989,0.009710630207883906,0.0,0.9659925110065076,0.010190703749368788,0.0,,0.09763936711492416,0.9469112978016013,0.9470233531830353,1409,
西红柿,per-crop HAC,precip_3d,3日累计降水,lag0-2,-0.015296128728448606,0.04140638512169617,0.711818617632241,0.011862495393929858,0.010752498194033972,0.26992661762908277,0.011975697005875235,0.010651085083475443,0.2608586227752314,0.00011320161194537659,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,precip_3d,3日累计降水,lag3-14,-0.11950115107006293,0.11784885774296733,0.3105729971309926,-0.02048796154682459,0.013995133018615092,0.14321177768667262,-0.020315161851433103,0.014009691039624088,0.14703642918368567,0.0001727996953914887,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,temp_max,日最高气温,lag0-2,-0.1418775434408813,0.20385273416871144,0.4864409938949019,-0.059933584583264476,0.0452460008732181,0.18529848851780029,-0.058438571238017614,0.04476743284742654,0.19176303094228242,0.0014950133452468622,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,temp_max,日最高气温,lag3-14,-0.3603656186764834,0.44411559942910744,0.4171227867131795,0.04059632688115788,0.05556147776276176,0.4649892998296159,0.0381836144340538,0.05572891052695154,0.4932384999677021,-0.0024127124471040803,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,vpd,饱和水汽压差VPD,lag0-2,0.010048610125359759,0.13361408287411505,0.9400506354468245,0.008334429400058997,0.01679912201945849,0.6198076921922764,0.008534774856734824,0.016844278440783685,0.6123745390369114,0.0002003454566758267,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,vpd,饱和水汽压差VPD,lag3-14,0.06946485010125517,0.3349878969070153,0.835724616635936,-0.04319682761623479,0.03286716104925108,0.188750202068662,-0.042041324516705884,0.03316144216551976,0.20487748109423198,0.0011555030995289081,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,soil_z,土壤水分异常,lag0-2,0.03707894801814285,0.10215688358064375,0.716634139360232,0.00246485959568922,0.009655878583037328,0.7985142915488778,0.002660565570462122,0.009642248520921916,0.7826034296357887,0.00019570597477290216,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,soil_z,土壤水分异常,lag3-14,0.1924607804087397,0.15612835972735112,0.21768448137933882,0.0034865518345342378,0.012239034838710671,0.7757426150842259,0.004066068774495654,0.0123429227703693,0.7418343858729763,0.0005795169399614164,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,wind,风速,lag0-2,0.1286393002795829,0.0833400910390429,0.12269825043962151,0.01784101702372221,0.013882017214589102,0.19872621635548848,0.01783826268201396,0.013826258819598512,0.19699067720920338,-2.7543417082491473e-06,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,wind,风速,lag3-14,0.48724947973981303,0.17349853687546746,0.004979173932189884,0.00210761465354181,0.019388088341795503,0.9134351459062824,0.0026881216887567096,0.01931706752181725,0.8893254109239482,0.0005805070352148996,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
西红柿,per-crop HAC,volume_z,成交量异常,同日,,,,,,,-0.005685869865349984,0.009817665567817466,0.5624901055313225,,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,0.8096429503926691
西红柿,per-crop HAC,price_lag1,价格滞后(上一交易日),t-1,,,,0.9736018237223631,0.006978823502994309,0.0,0.9730827747728589,0.007192173352391332,0.0,,0.1268113060161954,0.958057590093905,0.9580711258843284,1409,
青椒,per-crop HAC,precip_3d,3日累计降水,lag0-2,-0.04402901216831496,0.0741497722000839,0.5526560159853054,-0.0027613353215097617,0.009080487212544642,0.7610551332074492,-0.0029261294716781613,0.00894095571951467,0.7434617442561313,-0.00016479415016839964,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,precip_3d,3日累计降水,lag3-14,-0.16021101206355043,0.15976046207874275,0.31594764025122857,-0.0035733256582422615,0.013826649944827398,0.7960692331049581,-0.0037846284841835803,0.013842590666693941,0.7845421882856608,-0.00021130282594131883,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,temp_max,日最高气温,lag0-2,-0.0026432373876693026,0.24506194181352597,0.9913941863245481,-0.06200802594657836,0.04825989595343989,0.19883530115405612,-0.05970102621601731,0.04753275625025642,0.20911685210199016,0.0023069997305610462,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,temp_max,日最高气温,lag3-14,-0.050132353479461315,0.5031491275714232,0.9206323859014796,0.001415440413886481,0.07125796772478601,0.9841521751702274,-0.0005384679964253597,0.07135803966268786,0.993979217681624,-0.001953908410311841,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,vpd,饱和水汽压差VPD,lag0-2,-0.20298067745029497,0.14665944773206674,0.16635009986250104,0.010012674617593774,0.020867574896848002,0.6313555664349579,0.010396276268908732,0.02094516278229502,0.6196426211641044,0.0003836016513149576,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,vpd,饱和水汽压差VPD,lag3-14,-0.326284677640836,0.34553665540873746,0.3450246248854528,0.012984675069470916,0.03516281291509161,0.7119242981531114,0.014712950399915076,0.035939023442243485,0.6822560578903927,0.0017282753304441595,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,soil_z,土壤水分异常,lag0-2,0.01628163376764475,0.09857459723036757,0.8688096381504109,0.02559576778854686,0.013108937901059391,0.05087374515716873,0.026176875311033774,0.01321394745985084,0.04759088834712963,0.0005811075224869122,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
青椒,per-crop HAC,soil_z,土壤水分异常,lag3-14,0.24525815980110913,0.15096732568118945,0.10425255911927178,-0.0006932644005573189,0.014489452168085339,0.9618388618401766,0.00018576413106584366,0.015146337546103845,0.9902144913974809,0.0008790285316231626,0.12466838022116222,0.943702378201655,0.943720705969289,1409,
