crop,lead_k,direction,effect,se,t,p_value,n,r2,fdr_p,fdr_p_within,ci_low,ci_high
芹菜,5,成交量领先价格,-0.1451455202998655,0.07830852270638594,-1.8535086001313252,0.0638094946294496,1405,0.03595830010422918,0.16862338353428324,0.09252376721270192,-0.29863022480438195,0.008339184204650935
芹菜,6,成交量领先价格,-0.13877655079323847,0.0787147001458738,-1.7630321977477938,0.0778950593757977,1404,0.03331529547916501,0.19643101929548987,0.09947681682010008,-0.2930573630791511,0.01550426149267417
芹菜,7,成交量领先价格,-0.13528380977643287,0.07873470381064537,-1.7182233910701743,0.0857558765690518,1403,0.03192536642392685,0.2055306132646696,0.09947681682010008,-0.2896038292452978,0.019036209692432055
芹菜,8,成交量领先价格,-0.13548643049608527,0.07822409750804467,-1.7320293210433226,0.08326834202620897,1402,0.032034868512145764,0.20315445256347645,0.09947681682010008,-0.28880566161185284,0.01783280061968226
芹菜,9,成交量领先价格,-0.13485537986753718,0.07759063575187494,-1.7380367947852322,0.08220433059755311,1401,0.031817038445946744,0.20315445256347645,0.09947681682010008,-0.28693302594121206,0.017222266206137704
芹菜,10,成交量领先价格,-0.12863741804784518,0.07686098388322417,-1.6736374106697043,0.09420188143517064,1400,0.029430147525197792,0.2185483649295959,0.10086914635159458,-0.2792849464589645,0.022010110363274188
芹菜,11,成交量领先价格,-0.12633206276597614,0.07621217236640983,-1.657636291465383,0.09739089992567752,1399,0.02858904444638599,0.22238866912162583,0.10086914635159458,-0.2757079206041394,0.023043795072187123
芹菜,12,成交量领先价格,-0.12265202611164022,0.07541658475796297,-1.6263269744350208,0.10388011642649642,1398,0.027277937869042868,0.23173256741295356,0.1038801164264964,-0.27046853223724765,0.025164480013967178
芹菜,13,成交量领先价格,-0.12536088452944946,0.07418762016143256,-1.6897817217571298,0.09106972194083866,1397,0.02830091805065349,0.21298564002292913,0.10086914635159458,-0.2707686200458573,0.020046850986958353
芹菜,14,成交量领先价格,-0.12591245441047716,0.07288380323912211,-1.7275779914691756,0.08406391140557645,1396,0.028561962143510145,0.20315445256347645,0.09947681682010008,-0.2687647087591565,0.01693979993820216
茄子,-14,价格领先成交量,-0.10017030987153508,0.06446627859927238,-1.55384042708905,0.12022248468733,1396,0.01859561573453139,0.2575465155124223,0.12022248468733,-0.22652421592610894,0.026183596183038782
茄子,-13,价格领先成交量,-0.11024545307444729,0.06508076561879929,-1.693979043212142,0.09026926539097788,1397,0.022142870019209226,0.21282997531206166,0.09349316772636994,-0.2378037536872939,0.017312847538399304
茄子,-12,价格领先成交量,-0.1188128516443244,0.06576572583220502,-1.806607471306012,0.07082350376189589,1398,0.025479340101752235,0.18016505342938427,0.07606968922574003,-0.24771367427544624,0.010087970986797451
茄子,-11,价格领先成交量,-0.12664259069053985,0.06663092082519433,-1.9006579696352335,0.05734682716097915,1399,0.028764572234206365,0.1539868507100366,0.06396376875647675,-0.25723919550792074,0.003954014126841016
茄子,-10,价格领先成交量,-0.13107139820946853,0.06741292755482194,-1.9443065738819587,0.05185849238619753,1400,0.0306959310767565,0.1432282170666408,0.06015585116798913,-0.26320073621691953,0.0010579397979824656
茄子,-9,价格领先成交量,-0.1349389959055263,0.06791603719499224,-1.986850256267248,0.04693899345328244,1401,0.03245804547469955,0.13215833108205735,0.056717950422716275,-0.26805442880771113,-0.001823563003341494
茄子,-8,价格领先成交量,-0.14134327728792714,0.06852923893171498,-2.0625251278329055,0.03915776776621533,1402,0.03547039662840501,0.11470457224446914,0.049372837618271506,-0.27566058559408846,-0.007025968981765801
茄子,-7,价格领先成交量,-0.14817110744870304,0.06894174864842689,-2.149221775680678,0.03161682391163387,1403,0.03884759548852568,0.0935599891262635,0.04167672242897192,-0.28329693479961976,-0.013045280097786327
茄子,-6,价格领先成交量,-0.15526913856302282,0.06926996376005808,-2.2415074317182326,0.024993224679881305,1404,0.04252743784282631,0.07793586190500623,0.0345144531293599,-0.29103826753273665,-0.019500009593308998
茄子,-5,价格领先成交量,-0.16143930588217326,0.06918706811835236,-2.3333739999794894,0.019628524645902742,1405,0.04590156410416546,0.0654515529189517,0.02846136073655898,-0.2970459593941439,-0.02583265237020263
茄子,-4,价格领先成交量,-0.16683528549979829,0.06947809129303215,-2.4012646633620167,0.016338514654725727,1406,0.04892389881439463,0.0638491486268307,0.024937732894055056,-0.30301234443414127,-0.030658226565455277
茄子,-3,价格领先成交量,-0.17193715304798637,0.06986810857088503,-2.4608817465488806,0.013859603915183562,1407,0.05189435360642736,0.05967551449493298,0.022329361863351296,-0.30887864584692104,-0.03499566024905171
茄子,-2,价格领先成交量,-0.17713856254500293,0.07007057453497864,-2.5280021424196666,0.011471365196382442,1408,0.05500226327232771,0.05566927551725719,0.02100974855818076,-0.31447688863356105,-0.03980023645644479
茄子,-1,价格领先成交量,-0.1857909910346174,0.06976180146424256,-2.6632195146200077,0.00773969059230244,1409,0.060344687459285895,0.05344072075637399,0.02100974855818076,-0.32252412190453283,-0.04905786016470198
茄子,0,同日,-0.19060582491771616,0.06995792411895917,-2.724578056284269,0.006438370949444402,1410,0.0632946939385749,0.05330531174632982,0.02100974855818076,-0.3277233561908761,-0.053488293644556206
茄子,1,成交量领先价格,-0.19054419763731992,0.06922294327302013,-2.7526162371599874,0.0059121154494384594,1409,0.06366176548198232,0.05330531174632982,0.02100974855818076,-0.32622116645243937,-0.054867228822200464
茄子,2,成交量领先价格,-0.18859202535328853,0.06737952432258532,-2.7989515694766243,0.0051268826457625495,1408,0.062443660503209486,0.05330531174632982,0.02100974855818076,-0.32065589302555575,-0.05652815768102132
茄子,3,成交量领先价格,-0.1840159924281301,0.06609215375736366,-2.7842335582478723,0.005365438318878542,1407,0.059415306684551084,0.05330531174632982,0.02100974855818076,-0.31355661379256283,-0.05447537106369735
茄子,4,成交量领先价格,-0.17816485244356375,0.06515843433354732,-2.7343329265944964,0.006250680785570158,1406,0.05577898978355289,0.05330531174632982,0.02100974855818076,-0.3058753837373165,-0.05045432114981102
茄子,5,成交量领先价格,-0.17433152995100196,0.06449651594727727,-2.702960421823551,0.006872492905509217,1405,0.05339825985647573,0.05330531174632982,0.02100974855818076,-0.3007447012076654,-0.0479183586943385
茄子,6,成交量领先价格,-0.17155877381155485,0.0638166458332938,-2.688307597044702,0.007181520867018261,1404,0.05169159065534834,0.05330531174632982,0.02100974855818076,-0.2966393996448107,-0.046478147978298995
茄子,7,成交量领先价格,-0.1660215009472224,0.06336945004558946,-2.619898086976969,0.008795604798179903,1403,0.04859938811892184,0.05472861048817796,0.02100974855818076,-0.29022562303657773,-0.04181737885786707
茄子,8,成交量领先价格,-0.16298861511309679,0.0627181905744267,-2.5987454934574483,0.009356511525905045,1402,0.046985626212966425,0.05472861048817796,0.02100974855818076,-0.2859162686389731,-0.04006096158722047
茄子,9,成交量领先价格,-0.15982532886013343,0.0623482876380462,-2.5634277205490523,0.01036442785828823,1401,0.04524641835721677,0.05566927551725719,0.02100974855818076,-0.282027972630704,-0.037622685089562874
茄子,10,成交量领先价格,-0.15530327871948113,0.06204792750933772,-2.5029567457528574,0.012316059499623205,1400,0.04283423940360798,0.05580714460766765,0.02100974855818076,-0.27691721663778307,-0.033689340801179204
茄子,11,成交量领先价格,-0.15386146825835706,0.06131406431382693,-2.5093992704649293,0.012093670198576564,1399,0.042021667094077286,0.05566927551725719,0.02100974855818076,-0.27403703431345783,-0.03368590220325628
茄子,12,成交量领先价格,-0.15170455175612807,0.06022598988158793,-2.518921682389925,0.011771483640902712,1398,0.04086706759115266,0.05566927551725719,0.02100974855818076,-0.2697474919240404,-0.033661611588215734
茄子,13,成交量领先价格,-0.148795113494596,0.05923417369944458,-2.5119809090202807,0.012005558321970282,1397,0.03942741547852391,0.05566927551725719,0.02100974855818076,-0.2648940939455074,-0.03269613304368464
茄子,14,成交量领先价格,-0.1472622485126,0.05807776439626718,-2.5356046336050935,0.011225338823187186,1396,0.038652773644482386,0.05566927551725719,0.02100974855818076,-0.26109466672928366,-0.03342983029591633
西红柿,-14,价格领先成交量,-0.20890906040498927,0.09098047439575871,-2.296196648703429,0.02166464008374649,1396,0.037716128006752836,0.06904116070644487,0.02166464008374649,-0.3872307902206763,-0.030587330589302214
西红柿,-13,价格领先成交量,-0.2104921840344047,0.09038031703145104,-2.328960452320127,0.01986116088575086,1397,0.03826768917773282,0.0654515529189517,0.020570488060241966,-0.38763760541604875,-0.03334676265276068
西红柿,-12,价格领先成交量,-0.2130401676835808,0.09015182402320865,-2.363126536726931,0.018121481011673105,1398,0.03915040997965358,0.0654515529189517,0.019463812938463707,-0.38973774276906975,-0.03634259259809186
西红柿,-11,价格领先成交量,-0.21976428199046605,0.08969367508986989,-2.4501647610076187,0.014279085944744765,1399,0.041493779283680254,0.05967551449493298,0.01592667278452301,-0.395563885166611,-0.04396467881432106
西红柿,-10,价格领先成交量,-0.22577458306793705,0.08920265980642525,-2.5310297199419893,0.01137282117486826,1400,0.04365365178618119,0.05566927551725719,0.013192472562847182,-0.4006117962885305,-0.05093736984734357
西红柿,-9,价格领先成交量,-0.2304933784321639,0.08902694393169917,-2.5890294359536448,0.009624686672058883,1401,0.04536895149615605,0.05472861048817796,0.011629829728737816,-0.40498618853829427,-0.056000568326033506
西红柿,-8,价格领先成交量,-0.23407516356884867,0.08909164919812625,-2.627352458683318,0.008605215021192552,1402,0.04671316142440951,0.05472861048817796,0.010850053722373217,-0.4086947959971761,-0.05945553114052121
西红柿,-7,价格领先成交量,-0.23549536971898077,0.08887287966451743,-2.649800148346071,0.00805393970970684,1403,0.047235031154379103,0.05431726780965078,0.010616556890068107,-0.40968621386143494,-0.0613045255765266
西红柿,-6,价格领先成交量,-0.23847297115755814,0.0888931079156377,-2.682693594017169,0.007303186841630335,1404,0.04835368151638009,0.05330531174632982,0.010579499301629193,-0.41270346267220803,-0.06424247964290825
西红柿,-5,价格领先成交量,-0.24535689823925227,0.08909317390147055,-2.753935991893117,0.005888328296710315,1405,0.051000028284091115,0.05330531174632982,0.010579499301629193,-0.4199795190861345,-0.07073427739237001
西红柿,-4,价格领先成交量,-0.2527547232204716,0.08907634758622542,-2.8375065892301703,0.004546740831092942,1406,0.0538976095560082,0.05330531174632982,0.010579499301629193,-0.42734436448947344,-0.07816508195146979
西红柿,-3,价格领先成交量,-0.2610349962739165,0.08874913650695399,-2.9412680117001813,0.0032687158251351253,1407,0.057285693418116845,0.049890925752062436,0.010532528769879848,-0.43498330382754635,-0.08708668872028671
西红柿,-2,价格领先成交量,-0.2677375560677928,0.08838519855146514,-3.0292125882581344,0.002451920800779616,1408,0.06030403118268979,0.049890925752062436,0.010532528769879848,-0.44097254522866447,-0.09450256690692116
西红柿,-1,价格领先成交量,-0.273735346491847,0.08870158597230883,-3.0860253905415247,0.0020285149946843886,1409,0.06288694480684143,0.049890925752062436,0.010532528769879848,-0.44759045499757233,-0.0998802379861217
西红柿,0,同日,-0.27487078137560733,0.08909699621929139,-3.0850734933765587,0.0020350186104808963,1410,0.06313992513530842,0.049890925752062436,0.010532528769879848,-0.4495008939654185,-0.10024066878579621
西红柿,1,成交量领先价格,-0.2721101986663304,0.08864770270953912,-3.0695685319440256,0.0021436821726210603,1409,0.06309704461007037,0.049890925752062436,0.010532528769879848,-0.44585969597702707,-0.09836070135563374
西红柿,2,成交量领先价格,-0.27011963849528187,0.08882917201827467,-3.0408888471876176,0.0023588089216428757,1408,0.06254768429136837,0.049890925752062436,0.010532528769879848,-0.4442248156511002,-0.09601446133946351
西红柿,3,成交量领先价格,-0.2631282102377887,0.08885088668448266,-2.961458462110572,0.003061857911329024,1407,0.05970347593049907,0.049890925752062436,0.010532528769879848,-0.4372759481393747,-0.08898047233620271
西红柿,4,成交量领先价格,-0.257700623164583,0.08895212635987892,-2.8970709718842267,0.003766645337638406,1406,0.05746856461815897,0.05201557847214942,0.010579499301629193,-0.4320467908299457,-0.0833544554992203
西红柿,5,成交量领先价格,-0.24994622173881548,0.08919242430142701,-2.8023256873713716,0.005073562579673221,1405,0.05434909625777751,0.05330531174632982,0.010579499301629193,-0.42476337336961245,-0.07512907010801853
西红柿,6,成交量领先价格,-0.24362840968329325,0.08971563448141186,-2.7155624668047187,0.006616329333641755,1404,0.05190119902922519,0.05330531174632982,0.010579499301629193,-0.4194710532668605,-0.067785766099726
西红柿,7,成交量领先价格,-0.23979889666529403,0.0899249644175188,-2.666655452338188,0.007661016735662518,1403,0.050400098322342934,0.05344072075637399,0.010579499301629193,-0.41605182692363085,-0.0635459664069572
西红柿,8,成交量领先价格,-0.2391933182825504,0.0892364545880717,-2.6804439888014504,0.007352456792597217,1402,0.05015437872442141,0.05330531174632982,0.010579499301629193,-0.4140967692751709,-0.06428986728992986
西红柿,9,成交量领先价格,-0.23812901876255171,0.08844092401537577,-2.6925207014023522,0.00709141329997179,1401,0.04971963376309407,0.05330531174632982,0.010579499301629193,-0.4114732298326882,-0.06478480769241521
西红柿,10,成交量领先价格,-0.2363571427960279,0.08794974219833711,-2.6874114339416084,0.007200819550867495,1400,0.048991775773505775,0.05330531174632982,0.010579499301629193,-0.40873863750476863,-0.06397564808728717
西红柿,11,成交量领先价格,-0.24038726478884656,0.08696976287070152,-2.7640326574907625,0.005709182498445569,1399,0.05060422922719754,0.05330531174632982,0.010579499301629193,-0.41084800001542154,-0.06992652956227158
西红柿,12,成交量领先价格,-0.24485742300253868,0.08582781488357115,-2.852891260655972,0.004332344334734423,1398,0.05235437420946831,0.05330531174632982,0.010579499301629193,-0.41307994017433813,-0.07663490583073923
西红柿,13,成交量领先价格,-0.25023983000344185,0.08504992151273877,-2.942269969831318,0.0032581574640550195,1397,0.05453070018627981,0.049890925752062436,0.010532528769879848,-0.4169376761684098,-0.08354198383847386
西红柿,14,成交量领先价格,-0.2514724982481888,0.08443025244317531,-2.978464365216,0.002896967135770996,1396,0.05500073859094201,0.049890925752062436,0.010532528769879848,-0.4169557930368124,-0.08598920345956518
青椒,-14,价格领先成交量,-0.09619934516510294,0.06200384395161327,-1.551506149202221,0.12078043486099806,1396,0.020400843176189065,0.2575465155124223,0.12078043486099806,-0.21772687931026496,0.025328188980059077
青椒,-13,价格领先成交量,-0.10843569953554899,0.06225970426961274,-1.7416674365488993,0.0815666536683514,1397,0.024720431077572935,0.20315445256347645,0.08447974844222109,-0.23046471990398998,0.013593320832891984
青椒,-12,价格领先成交量,-0.12045310591887773,0.06173208154663419,-1.9512237867418092,0.05103043056080772,1398,0.029457803800743365,0.1422963929099446,0.05481046245420088,-0.24144798575028076,0.0005417739125252868
青椒,-11,价格领先成交量,-0.1374441855872198,0.06149580548633029,-2.235017242237307,0.025416216797973564,1399,0.03701536828026186,0.07841173267459929,0.028348857197739743,-0.25797596434042713,-0.016912406834012433
青椒,-10,价格领先成交量,-0.1548465452215628,0.061402833659618176,-2.5218143201654595,0.011675131735322307,1400,0.04577931909478128,0.05566927551725719,0.02116117627027168,-0.27519609919441446,-0.03449699124871117
青椒,-9,价格领先成交量,-0.1669083945806837,0.061544394318064286,-2.711999954343419,0.006687860203735155,1401,0.05243502996640936,0.05330531174632982,0.014953120924000328,-0.2875354074440897,-0.04628138171727772
青椒,-8,价格领先成交量,-0.18061549212331499,0.06179906143025125,-2.922625165224628,0.0034709408444638288,1402,0.06061292079611502,0.05032864224472552,0.00915066222631373,-0.30174165252660745,-0.05948933172002255
青椒,-7,价格领先成交量,-0.19085023580588184,0.062384747837263596,-3.059245126769325,0.0022189550774947683,1403,0.06716175973144434,0.049890925752062436,0.0071499663608164754,-0.3131243415669185,-0.0685761300448452
青椒,-6,价格领先成交量,-0.20037991325281254,0.06287651562935917,-3.186880049683421,0.0014381640512372942,1404,0.0735922567356121,0.049890925752062436,0.00595810821226879,-0.3236178838863565,-0.07714194261926857
青椒,-5,价格领先成交量,-0.20853775203983774,0.06393140152436197,-3.2618986455407435,0.0011066870465292712,1405,0.0792213614662799,0.049890925752062436,0.005348987391558144,-0.3338432990275872,-0.08323220505208828
青椒,-4,价格领先成交量,-0.21446734761519962,0.0646597138149387,-3.3168619989414494,0.0009103456982668436,1406,0.08350794574428777,0.049890925752062436,0.005280005049947693,-0.34120038669247943,-0.08773430853791978
青椒,-3,价格领先成交量,-0.2187064697896759,0.06428908708223284,-3.4019221568650706,0.0006691369425814709,1407,0.08658332592478613,0.049890925752062436,0.005280005049947693,-0.34471308047085225,-0.09269985910849954
青椒,-2,价格领先成交量,-0.21863562429807354,0.06399115756669632,-3.416653684850056,0.0006339586966775062,1408,0.08650206892683121,0.049890925752062436,0.005280005049947693,-0.3440582931287983,-0.09321295546734876
青椒,-1,价格领先成交量,-0.2185718300372685,0.06373017811785751,-3.429644110409658,0.0006043733945383717,1409,0.08597842119562793,0.049890925752062436,0.005280005049947693,-0.3434829791482692,-0.09366068092626777
青椒,0,同日,-0.2141151246595769,0.06386454004528727,-3.3526449029108294,0.0008004332945229654,1410,0.08238640024334332,0.049890925752062436,0.005280005049947693,-0.33928962314834,-0.08894062617081386
青椒,1,成交量领先价格,-0.19847327570791332,0.06317919961119906,-3.1414338410316334,0.0016812278768408443,1409,0.07137708398087528,0.049890925752062436,0.006094451053548061,-0.32230450694586343,-0.07464204446996317
青椒,2,成交量领先价格,-0.18598448185333324,0.06296568023749038,-2.9537437085067215,0.0031394461302041753,1408,0.06377388210247381,0.049890925752062436,0.009104393777592108,-0.3093972151188144,-0.0625717485878521
青椒,3,成交量领先价格,-0.1714154197664053,0.06322389456962067,-2.7112442365860057,0.006703123172827733,1407,0.05505969551381207,0.05330531174632982,0.014953120924000328,-0.2953342531228618,-0.04749658640994879
青椒,4,成交量领先价格,-0.15940458771664545,0.06271275359905637,-2.5418208987564532,0.011027666503804342,1406,0.04828745856009986,0.05566927551725719,0.02116117627027168,-0.28232158477079594,-0.03648759066249496
青椒,5,成交量领先价格,-0.1519370838662943,0.0622208580843771,-2.441899526044046,0.01461021216944911,1405,0.04433784899943205,0.05967551449493298,0.023538675161890232,-0.2738899657116734,-0.029984202020915174
青椒,6,成交量领先价格,-0.1446447082828112,0.0610035464015017,-2.3710868763402013,0.01773586169217528,1404,0.04063887690853163,0.0654515529189517,0.024040967497388266,-0.26421165922975454,-0.02507775733586788
青椒,7,成交量领先价格,-0.13831533579398775,0.05949943050335014,-2.3246497424240027,0.020090696675274775,1403,0.037562376997444136,0.06546406781831107,0.024040967497388266,-0.254934219580554,-0.021696452007421485
青椒,8,成交量领先价格,-0.1347372456096213,0.057160089858500844,-2.357190934149366,0.018413776302034553,1402,0.035917647660853036,0.0654515529189517,0.024040967497388266,-0.24677102173228294,-0.022703469486959657
青椒,9,成交量领先价格,-0.12844072808057608,0.05482890845605871,-2.342573137006945,0.019151280045489896,1401,0.03308121553768606,0.0654515529189517,0.024040967497388266,-0.23590538865445115,-0.020976067506701015
青椒,10,成交量领先价格,-0.12294364694849276,0.05315430271889123,-2.3129575718203927,0.020724971980507125,1400,0.030734673007808078,0.06678046527052296,0.024040967497388266,-0.22712608027751957,-0.01876121361946595
青椒,11,成交量领先价格,-0.12120621000305706,0.05187574216891904,-2.336471825470612,0.01946666434661277,1399,0.03006851103190744,0.0654515529189517,0.024040967497388266,-0.22288266465413836,-0.01952975535197575
青椒,12,成交量领先价格,-0.11830191243016683,0.05078997472542449,-2.3292374739250885,0.019846488705938876,1398,0.02894005466767302,0.0654515529189517,0.024040967497388266,-0.21785026289199882,-0.018753561968334817
青椒,13,成交量领先价格,-0.12006772354444163,0.04871311230160085,-2.4647926989566598,0.013709254128792066,1397,0.0297740138980499,0.05967551449493298,0.023386374690292346,-0.2155454236555793,-0.024590023433303965
青椒,14,成交量领先价格,-0.121093919791692,0.04634958772891872,-2.612621292338666,0.008985080332228099,1396,0.030306693404263285,0.05472861048817796,0.018611952116758205,-0.2119391117403727,-0.030248727843011303
韭菜,-14,价格领先成交量,-0.04762312859073856,0.06218689523258605,-0.7658065001094307,0.4437914459755281,1396,0.00728364487018629,0.5620066346414985,0.4437914459755281,-0.16950944324660722,0.07426318606513008
韭菜,-13,价格领先成交量,-0.048171852326027775,0.06214290195362175,-0.7751786738568985,0.4382340880261927,1397,0.007393220015924462,0.5620066346414985,0.4437914459755281,-0.1699719401551264,0.07362823550307085
韭菜,-12,价格领先成交量,-0.04963353665708995,0.06207895064653435,-0.7995228034651197,0.42398732954738194,1398,0.00768048989787995,0.5513736572589272,0.4437914459755281,-0.17130827992429726,0.07204120661011737
韭菜,-11,价格领先成交量,-0.05025193340674713,0.06168163526582988,-0.8146984623571657,0.41524493374662963,1399,0.007806126310366368,0.5448915420204642,0.4437914459755281,-0.17114793852777369,0.07064407171427944
韭菜,-10,价格领先成交量,-0.05256865495313491,0.06040965855366336,-0.8702028154394699,0.384189577607425,1400,0.008270359694800056,0.5158100810470058,0.4437914459755281,-0.1709715857183151,0.06583427581204528
韭菜,-9,价格领先成交量,-0.05657020994230426,0.0587975387557704,-0.96211867264176,0.3359899954250338,1401,0.009117534993100418,0.4662062137476546,0.4059879111385825,-0.17181338590361422,0.05867296601900572
韭菜,-8,价格领先成交量,-0.06316685022013503,0.0584153678625407,-1.0813395948952202,0.27954608068639264,1402,0.010644897462699476,0.43132320661410656,0.38793771312160724,-0.1776609712307148,0.051327270790444746
韭菜,-7,价格领先成交量,-0.06714038080071304,0.05800024867402399,-1.1575878092878342,0.24703228649061415,1403,0.011646631392435158,0.4217375950886275,0.38793771312160724,-0.18082086820180004,0.04654010660037397
韭菜,-6,价格领先成交量,-0.07509141179578473,0.05869744888446031,-1.2792960038790475,0.2007928392939069,1404,0.013832123885717529,0.36622593330335224,0.38793771312160724,-0.19013841160932693,0.039955588017757476
韭菜,-5,价格领先成交量,-0.08752678354852782,0.05837316700782675,-1.4994352377144813,0.13376075781982893,1405,0.017743981764539174,0.28109144759239413,0.38793771312160724,-0.20193819088386825,0.02688462378681261
韭菜,-4,价格领先成交量,-0.09751686120361655,0.05869637427958828,-1.6613779368912083,0.09663756607783434,1406,0.021310197891501792,0.22238866912162583,0.38793771312160724,-0.21256175479160958,0.017528032384376474
韭菜,-3,价格领先成交量,-0.1073779720217957,0.059253749359055495,-1.8121717728126447,0.06995965913815515,1407,0.025212562643707637,0.17954248805367248,0.38793771312160724,-0.22351532076554448,0.008759376721953066
韭菜,-2,价格领先成交量,-0.11538596438779007,0.06049903900404066,-1.9072363179204148,0.056489992485095154,1408,0.028640427690480363,0.15310371795025787,0.38793771312160724,-0.23396408083570977,0.003192152060129627
韭菜,-1,价格领先成交量,-0.1207659370720503,0.06293320541380001,-1.9189541717760448,0.05499013393091575,1409,0.030914127073414233,0.15044470603741103,0.38793771312160724,-0.24411501968309834,0.0025831455389977304
韭菜,0,同日,-0.1191297341996209,0.06546227318807539,-1.8198227528298174,0.06878600160541957,1410,0.029784261536078604,0.17810661129974711,0.38793771312160724,-0.24743578964824864,0.009176321249006844
韭菜,1,成交量领先价格,-0.11224049237778687,0.06609325052947353,-1.6982141365211643,0.08946735339712145,1409,0.028324872306670135,0.2126682990587313,0.38793771312160724,-0.241783263415555,0.017302278659981254
韭菜,2,成交量领先价格,-0.10487279209874809,0.0664309715505893,-1.5786731648036205,0.11441104311107018,1408,0.025506293637908906,0.249467687986544,0.38793771312160724,-0.23507749633790312,0.025331912140406948
韭菜,3,成交量领先价格,-0.09668024518983322,0.06703834065335183,-1.442163458217985,0.14925626654645296,1407,0.022361677481569142,0.3020691273023794,0.38793771312160724,-0.2280753928704028,0.034714902490736374
韭菜,4,成交量领先价格,-0.09006799855819746,0.06820270790445292,-1.3205927055620172,0.18663720636339642,1406,0.01995993948040231,0.35145967432068154,0.38793771312160724,-0.22374530605092519,0.04360930893453026
韭菜,5,成交量领先价格,-0.087356034330058,0.06897940534714815,-1.2664074717725817,0.20536723726188677,1405,0.019023311468167048,0.37049037674719976,0.38793771312160724,-0.22255566881046834,0.04784360015035237
韭菜,6,成交量领先价格,-0.08176772586179376,0.06934172336896152,-1.1791995048452217,0.23831874321819102,1404,0.017170933522047793,0.411383544840925,0.38793771312160724,-0.21767750366495833,0.05414205194137081
韭菜,7,成交量领先价格,-0.0764130706225449,0.07012753816436162,-1.0896300172900915,0.2758761548787715,1403,0.015505816992249177,0.43132320661410656,0.38793771312160724,-0.2138630454246937,0.06103690417960389
韭菜,8,成交量领先价格,-0.07174926360456649,0.0699638064020799,-1.025519726474366,0.30511802243001807,1402,0.014146271993722204,0.44612837008984835,0.38793771312160724,-0.2088783241526431,0.06537979694351012
韭菜,9,成交量领先价格,-0.07108592208631812,0.06968434123700454,-1.0201132826174912,0.3076747379929988,1401,0.013955172803606919,0.44612837008984835,0.38793771312160724,-0.20766723091084702,0.06549538673821079
韭菜,10,成交量领先价格,-0.07360143082211591,0.06932457955629379,-1.061693143949747,0.2883750128393403,1400,0.014660176645440948,0.4338544936322183,0.38793771312160724,-0.20947760675245175,0.06227474510821991
韭菜,11,成交量领先价格,-0.07294719775642576,0.06838588608150611,-1.0666996062533023,0.2861075049960742,1399,0.01446423409702391,0.4338544936322183,0.38793771312160724,-0.20698353447617773,0.061089138963326226
韭菜,12,成交量领先价格,-0.07381750316438536,0.0678626107131038,-1.0877492390685717,0.27670582405559385,1398,0.01471387549890324,0.43132320661410656,0.38793771312160724,-0.2068282201620688,0.05919321383329808
韭菜,13,成交量领先价格,-0.07508616451531078,0.06752481369866192,-1.1119788475151127,0.2661472451657805,1397,0.015092195928959384,0.4309499586764503,0.38793771312160724,-0.20743479936468814,0.05726247033406659
韭菜,14,成交量领先价格,-0.07527992975829262,0.0680920483744649,-1.1055612447476795,0.26891647205707825,1396,0.015154210936926038,0.4309499586764503,0.38793771312160724,-0.20874034457224383,0.05818048505565859
黄瓜,-14,价格领先成交量,-0.06962998660327228,0.07354580196835747,-0.946756779309172,0.34376273020734294,1396,0.011727309799120844,0.4747199607625212,0.34376273020734294,-0.2137797584612529,0.07451978525470836
黄瓜,-13,价格领先成交量,-0.07175039596405237,0.07361309617790861,-0.9746960756907379,0.3297110401363774,1397,0.012273570934005829,0.4630407381692375,0.3414864344269623,-0.21603206447275325,0.07253127254464849
黄瓜,-12,价格领先成交量,-0.0745623039091042,0.07385098781392108,-1.009631774959807,0.3126717402732303,1398,0.013025443183027008,0.4466739146760433,0.3358326099230992,-0.2193102400243895,0.0701856322061811
黄瓜,-11,价格领先成交量,-0.07801173504859425,0.07353389253609804,-1.060894947323753,0.28873764576213146,1399,0.013993434470143007,0.4338544936322183,0.3358326099230992,-0.22213816441934642,0.0661146943221579
黄瓜,-10,价格领先成交量,-0.07958956810604072,0.07327082740821118,-1.0862381512716672,0.2773736423243133,1400,0.014449804506137975,0.43132320661410656,0.3358326099230992,-0.22320038982613466,0.06402125361405321
黄瓜,-9,价格领先成交量,-0.08681955209760656,0.07260581307965383,-1.1957658542072827,0.2317879443699642,1401,0.016620553338897004,0.40738487192296735,0.3358326099230992,-0.22912694573372805,0.05548784153851494
黄瓜,-8,价格领先成交量,-0.09467612074480361,0.07161208092327256,-1.3220691191231069,0.18614513577354863,1402,0.019197303953014222,0.35145967432068154,0.3358326099230992,-0.23503579935441785,0.045683557864810626
黄瓜,-7,价格领先成交量,-0.10373777875138881,0.07075033751244408,-1.4662513621668964,0.14257982059072621,1403,0.022448213098194003,0.29534391408079,0.3358326099230992,-0.2424084402757792,0.03493288277300158
黄瓜,-6,价格领先成交量,-0.11239256500621841,0.0695093029507419,-1.6169427721907375,0.1058906345448006,1404,0.025842306188066044,0.23441438181673416,0.30708284017992177,-0.24863079878967254,0.023845668777235707
黄瓜,-5,价格领先成交量,-0.11882314043638288,0.06873045846133997,-1.7288279912059574,0.08383988484769797,1405,0.028551896255887277,0.20315445256347645,0.30391958257290513,-0.25353483902060925,0.01588855814784347
