target_kind,target,feature_set,model,split,stratum,stratum_value,n,mae,rmse,r2,bias,nrmse_sd,mape
strict,volume,F_wx,baseline_seasonal_naive,valid,period,extreme,140,0.05763563565539179,0.07358477401168391,0.24921700306686545,0.0063357529301105164,0.8633772415582628,
strict,volume,F_wx,baseline_persistence,valid,period,normal,2360,0.0284945360377119,0.043736179690067316,0.8272650335307584,-5.901118001501778e-05,0.41552590013961754,
strict,volume,F_wx,baseline_persistence,valid,period,extreme,140,0.025938221904145877,0.03714735712435977,0.8086650313029246,-0.0022329707500694305,0.4358535193723222,
strict,volume,F_wx,elasticnet,valid,period,normal,2360,0.06201353351249028,0.08207328302505497,0.3917218985757489,-0.007605637312601078,0.7797566007838731,
strict,volume,F_wx,elasticnet,valid,period,extreme,140,0.05156377871639024,0.0686302549594035,0.3469149651183012,0.012057693796822321,0.8052453922720707,
strict,volume,F_wx,gam,valid,period,normal,2360,0.07567397913973865,0.09523655907236382,0.18095839872011632,-0.014885038503019655,0.9048174123843538,
strict,volume,F_wx,gam,valid,period,extreme,140,0.07245365112662253,0.09089369387577922,-0.14552880501924337,0.020839271778028693,1.0664644656114723,
strict,volume,F_wx,lightgbm,valid,period,normal,2360,0.05591236441451643,0.0741494375279376,0.5035056718298445,-0.01766745753406031,0.7044742360211201,
strict,volume,F_wx,lightgbm,valid,period,extreme,140,0.04543139736416783,0.0593564516249463,0.511488975838069,-0.019928358279007043,0.6964349644465242,
strict,volume,F_lag,baseline_mean,valid,period,normal,2360,0.05716253329210849,0.08140025499377639,0.4016571573775385,0.020162738810169948,0.7733623390879952,
strict,volume,F_lag,baseline_mean,valid,period,extreme,140,0.04491769768739952,0.05702115415554457,0.5491723805549567,0.0012862104854826878,0.6690346942896855,
strict,volume,F_lag,baseline_seasonal_naive,valid,period,normal,2360,0.06104017363776288,0.08371575598941704,0.3671322334973427,0.002206898639219727,0.7953613029276804,
strict,volume,F_lag,baseline_seasonal_naive,valid,period,extreme,140,0.05763563565539179,0.07358477401168391,0.24921700306686545,0.0063357529301105164,0.8633772415582628,
strict,volume,F_lag,baseline_persistence,valid,period,normal,2360,0.0284945360377119,0.043736179690067316,0.8272650335307584,-5.901118001501778e-05,0.41552590013961754,
strict,volume,F_lag,baseline_persistence,valid,period,extreme,140,0.025938221904145877,0.03714735712435977,0.8086650313029246,-0.0022329707500694305,0.4358535193723222,
strict,volume,F_lag,elasticnet,valid,period,normal,2360,0.030436012146200724,0.042363342580474514,0.8379388153593811,0.0004703397529898164,0.4024829370881791,
strict,volume,F_lag,elasticnet,valid,period,extreme,140,0.026755293257775224,0.0348529815212024,0.831570414554961,0.0014971958910474563,0.4089333894139417,
strict,volume,F_lag,gam,valid,period,normal,2360,0.037041607279964854,0.047614027747776164,0.7952761637490005,0.0019380036754117346,0.4523683110726895,
strict,volume,F_lag,gam,valid,period,extreme,140,0.030995854756203416,0.03967616776258081,0.7817280423933415,0.00484591968438241,0.46552429817914165,
strict,volume,F_lag,lightgbm,valid,period,normal,2360,0.035271217328623136,0.04789928984542004,0.7928157589166194,-0.004849808125874522,0.4550785109744451,
strict,volume,F_lag,lightgbm,valid,period,extreme,140,0.032134866417824856,0.040961712638458145,0.7673544656225363,0.002432931787990712,0.48060772003837166,
strict,volume,F_now,baseline_mean,valid,period,normal,2360,0.05716253329210849,0.08140025499377639,0.4016571573775385,0.020162738810169948,0.7733623390879952,
strict,volume,F_now,baseline_mean,valid,period,extreme,140,0.04491769768739952,0.05702115415554457,0.5491723805549567,0.0012862104854826878,0.6690346942896855,
strict,volume,F_now,baseline_seasonal_naive,valid,period,normal,2360,0.06104017363776288,0.08371575598941704,0.3671322334973427,0.002206898639219727,0.7953613029276804,
strict,volume,F_now,baseline_seasonal_naive,valid,period,extreme,140,0.05763563565539179,0.07358477401168391,0.24921700306686545,0.0063357529301105164,0.8633772415582628,
strict,volume,F_now,baseline_persistence,valid,period,normal,2360,0.0284945360377119,0.043736179690067316,0.8272650335307584,-5.901118001501778e-05,0.41552590013961754,
strict,volume,F_now,baseline_persistence,valid,period,extreme,140,0.025938221904145877,0.03714735712435977,0.8086650313029246,-0.0022329707500694305,0.4358535193723222,
