method,crop,response,hazard_key,hazard_label,window,lag_a,lag_b,effect,se,t,p_value,n,r2,p_joint_windows,fdr_p_within,fdr_p_joint,ci_low,ci_high
hist,土豆,volume,vpd,饱和水汽压差VPD,lag0-2,0,2,-0.057828296846971994,0.10528740211570299,-0.5492423185009638,0.5828391662530104,1400,0.003164364500206407,,0.6723032261069554,,-0.26419160499374983,0.14853501129980587
hist,土豆,volume,vpd,饱和水汽压差VPD,lag3-6,3,6,0.07014293497616905,0.0767754883170928,0.9136110562588617,0.3609212547402929,1400,0.003164364500206407,,0.6723032261069554,,-0.08033702212533284,0.22062289207767094
hist,土豆,volume,vpd,饱和水汽压差VPD,lag7-13,7,13,-0.09676957102481279,0.10901056913241103,-0.8877081533926352,0.37469775896665014,1400,0.003164364500206407,,0.6723032261069554,,-0.3104302865243384,0.11689114447471283
hist,土豆,volume,vpd,饱和水汽压差VPD,lag14-30,14,30,0.08370142457188429,0.19788081519339162,0.4229890830502277,0.6723032261069554,1400,0.003164364500206407,,0.6723032261069554,,-0.30414497320716327,0.47154782235093184
hist,土豆,volume,soil_z,土壤水分异常,lag0-2,0,2,-0.0324405532587637,0.06936478060385554,-0.4676804709299483,0.6400131087751526,1400,0.004741596309189022,,0.8876930046746353,,-0.16839552324232054,0.10351441672479315
hist,土豆,volume,soil_z,土壤水分异常,lag3-6,3,6,-0.02629379247239041,0.05182638396701413,-0.5073437592930579,0.6119136397458209,1400,0.004741596309189022,,0.8876930046746353,,-0.12787350504773812,0.07528592010295729
hist,土豆,volume,soil_z,土壤水分异常,lag7-13,7,13,0.010617890575679084,0.07518475807701736,0.1412239774024728,0.8876930046746353,1400,0.004741596309189022,,0.8876930046746353,,-0.13674423525527493,0.1579800164066331
hist,土豆,volume,soil_z,土壤水分异常,lag14-30,14,30,-0.04136170852975954,0.12104516117371476,-0.3417047664582013,0.7325730846931763,1400,0.004741596309189022,,0.8876930046746353,,-0.27861022443024047,0.1958868073707214
hist,尖椒,price,precip_1d,当日降水,lag0-2,0,2,0.01790512095212002,0.0501372473483101,0.357122137713919,0.7210003722695087,1400,0.01929808704731395,,0.7210003722695087,,-0.08036388385056778,0.11617412575480782
hist,尖椒,price,precip_1d,当日降水,lag3-6,3,6,0.06261059501812569,0.07397703268566355,0.8463518033247549,0.3973565168894344,1400,0.01929808704731395,,0.6574552932534337,,-0.08238438904577489,0.20760557908202626
hist,尖椒,price,precip_1d,当日降水,lag7-13,7,13,0.06446574658332731,0.09405563982085735,0.6854001174848388,0.49309146994007524,1400,0.01929808704731395,,0.6574552932534337,,-0.1198833074655531,0.24881480063220773
hist,尖椒,price,precip_1d,当日降水,lag14-30,14,30,0.3181664448468006,0.2603942487139105,1.2218643323277205,0.22175893555929427,1400,0.01929808704731395,,0.6574552932534337,,-0.19220628263246392,0.8285391723260651
hist,尖椒,price,precip_3d,3日累计降水,lag0-2,0,2,-0.000902594727780065,0.04454720296335368,-0.020261535354365024,0.9838347398237024,1400,0.01976326811393514,,0.9838347398237024,,-0.08821511253595328,0.08640992308039315
hist,尖椒,price,precip_3d,3日累计降水,lag3-6,3,6,0.0618465074520828,0.05224096309983591,1.1838699706567442,0.2364645389255967,1400,0.01976326811393514,,0.4729290778511934,,-0.04054578022359559,0.16423879512776118
hist,尖椒,price,precip_3d,3日累计降水,lag7-13,7,13,0.03386224579625963,0.06557085315273488,0.5164222237185773,0.6055595473522293,1400,0.01976326811393514,,0.8074127298029724,,-0.09465662638310074,0.16238111797562
hist,尖椒,price,precip_3d,3日累计降水,lag14-30,14,30,0.21585141409818479,0.17768768835855817,1.2147797975885395,0.22445008804644873,1400,0.01976326811393514,,0.4729290778511934,,-0.13241645508458924,0.5641192832809588
hist,尖椒,price,precip_7d,7日累计降水,lag0-2,0,2,0.02595342166390818,0.06736081257734268,0.3852896167799171,0.7000228534785613,1400,0.021693431095528015,,0.8154549000582139,,-0.10607377098768347,0.15798061431549984
hist,尖椒,price,precip_7d,7日累计降水,lag3-6,3,6,0.019545456806277187,0.04117567751999454,0.47468452211347556,0.6350118516454812,1400,0.021693431095528015,,0.8154549000582139,,-0.061158871132912115,0.10024978474546649
hist,尖椒,price,precip_7d,7日累计降水,lag7-13,7,13,0.01488107227406119,0.06375924539834303,0.23339473641963646,0.8154549000582139,1400,0.021693431095528015,,0.8154549000582139,,-0.11008704870669116,0.13984919325481354
hist,尖椒,price,precip_7d,7日累计降水,lag14-30,14,30,0.19128537855398586,0.14993256398545524,1.275809427047097,0.20202289431572373,1400,0.021693431095528015,,0.8080915772628949,,-0.10258244685750639,0.4851532039654781
hist,尖椒,price,temp_max,日最高气温,lag0-2,0,2,-0.022784394194419574,0.24429865629927522,-0.09326450885799313,0.925693426981147,1400,0.014438613971745506,,0.925693426981147,,-0.5016097605409989,0.45604097215215983
hist,尖椒,price,temp_max,日最高气温,lag3-6,3,6,0.24251767255294127,0.19783932041081828,1.2258315083641982,0.22026208747005438,1400,0.014438613971745506,,0.8367161921304849,,-0.14524739545226256,0.630282740558145
hist,尖椒,price,temp_max,日最高气温,lag7-13,7,13,0.11583261487801652,0.2387335343731087,0.48519624686235147,0.6275371440978637,1400,0.014438613971745506,,0.8367161921304849,,-0.35208511249327656,0.5837503422493096
hist,尖椒,price,temp_max,日最高气温,lag14-30,14,30,-0.2388164105726362,0.3708600217541442,-0.6439529649031726,0.5196059347001357,1400,0.014438613971745506,,0.8367161921304849,,-0.9657020532107587,0.4880692320654864
hist,尖椒,price,temp_min,日最低气温,lag0-2,0,2,0.004183107831359792,0.2788832183235574,0.014999496407512747,0.9880325821463466,1400,0.012406818491652372,,0.9880325821463466,,-0.5424280000828127,0.5507942157455322
hist,尖椒,price,temp_min,日最低气温,lag3-6,3,6,0.21212421893381112,0.2148851830249646,0.9871514450075755,0.3235684009075832,1400,0.012406818491652372,,0.9880325821463466,,-0.20905073979511946,0.6332991776627417
hist,尖椒,price,temp_min,日最低气温,lag7-13,7,13,0.024799877710549416,0.28812417699549325,0.08607357414139295,0.9314079304261436,1400,0.012406818491652372,,0.9880325821463466,,-0.5399235092006174,0.5895232646217161
hist,尖椒,price,temp_min,日最低气温,lag14-30,14,30,-0.1354733510758891,0.38873541162160535,-0.34849758222633626,0.7274665292647318,1400,0.012406818491652372,,0.9880325821463466,,-0.8973947578542356,0.6264480557024574
hist,尖椒,price,vpd,饱和水汽压差VPD,lag0-2,0,2,-0.0049619755005505485,0.0906502196963844,-0.05473760038497135,0.9563475134774393,1400,0.0044916353288601,,0.9563475134774393,,-0.18263640610546397,0.17271245510436287
hist,尖椒,price,vpd,饱和水汽压差VPD,lag3-6,3,6,0.045709927771744874,0.07549657041636067,0.6054570097642368,0.5448753810382467,1400,0.0044916353288601,,0.9563475134774393,,-0.10226335024432204,0.19368320578781179
hist,尖椒,price,vpd,饱和水汽压差VPD,lag7-13,7,13,-0.0198340516714103,0.09342811480732746,-0.21229211048850938,0.831879150081333,1400,0.0044916353288601,,0.9563475134774393,,-0.20295315669377212,0.1632850533509515
hist,尖椒,price,vpd,饱和水汽压差VPD,lag14-30,14,30,-0.01778221364069702,0.17845395577459994,-0.09964594824200605,0.9206254139105823,1400,0.0044916353288601,,0.9563475134774393,,-0.3675519669589129,0.3319875396775188
hist,尖椒,price,soil_z,土壤水分异常,lag0-2,0,2,0.017765893855480955,0.0707672726292199,0.25104675078498634,0.8017779643799517,1400,0.016264172310672342,,0.8017779643799517,,-0.12093796049779006,0.15646974820875198
hist,尖椒,price,soil_z,土壤水分异常,lag3-6,3,6,0.035100258856355745,0.03961295312046664,0.8860803371466051,0.37557423783228827,1400,0.016264172310672342,,0.6401029370655401,,-0.04254112925975888,0.11274164697247037
hist,尖椒,price,soil_z,土壤水分异常,lag7-13,7,13,0.05423175725138161,0.0709126520731619,0.7647684251807378,0.4444094527536733,1400,0.016264172310672342,,0.6401029370655401,,-0.08475704081201571,0.1932205553147789
hist,尖椒,price,soil_z,土壤水分异常,lag14-30,14,30,0.11013349118520264,0.15595703803853186,0.7061783973993676,0.4800772027991551,1400,0.016264172310672342,,0.6401029370655401,,-0.1955423033703198,0.4158092857407251
hist,尖椒,volume,precip_1d,当日降水,lag0-2,0,2,-0.2348087358450713,0.09939271821267875,-2.3624339898083058,0.018155374382383193,1400,0.02200444495196696,,0.07262149752953277,,-0.4296184635419217,-0.039999008148220966
hist,尖椒,volume,precip_1d,当日降水,lag3-6,3,6,0.2286620401452901,0.1754744416701786,1.3031073811597178,0.1925381040327936,1400,0.02200444495196696,,0.3765027959895371,,-0.11526786552825993,0.5725919458188401
hist,尖椒,volume,precip_1d,当日降水,lag7-13,7,13,0.042401740206811984,0.15265314448986397,0.2777652589372466,0.7811925614501892,1400,0.02200444495196696,,0.7811925614501892,,-0.2567984229933214,0.34160190340694535
hist,尖椒,volume,precip_1d,当日降水,lag14-30,14,30,0.42246859781102736,0.39299597858995755,1.0749947094288739,0.28237709699215285,1400,0.02200444495196696,,0.3765027959895371,,-0.34780352022528943,1.1927407158473442
hist,尖椒,volume,precip_3d,3日累计降水,lag0-2,0,2,-0.16084311215145664,0.09127406419968266,-1.7621995203322594,0.07803559312754074,1400,0.020839771531200757,,0.29157181778460073,,-0.3397402779828347,0.018054053679921384
hist,尖椒,volume,precip_3d,3日累计降水,lag3-6,3,6,0.14928046859081592,0.1026279707564336,1.4545787809163881,0.14578590889230036,1400,0.020839771531200757,,0.29157181778460073,,-0.05187035409179391,0.35043129127342576
hist,尖椒,volume,precip_3d,3日累计降水,lag7-13,7,13,0.02397407742850685,0.12012029532931075,0.1995839034759424,0.8418060176649595,1400,0.020839771531200757,,0.8418060176649595,,-0.2114617014169422,0.2594098562739559
hist,尖椒,volume,precip_3d,3日累计降水,lag14-30,14,30,0.31976797086496167,0.28151071967115976,1.1358998024604223,0.2559985009966709,1400,0.020839771531200757,,0.3413313346622278,,-0.23199303969051144,0.8715289814204348
hist,尖椒,volume,precip_7d,7日累计降水,lag0-2,0,2,-0.0911984660623241,0.13830265368123684,-0.659412264586914,0.5096310685232857,1400,0.019924827353709262,,0.6795080913643808,,-0.36227166727754834,0.17987473515290012
hist,尖椒,volume,precip_7d,7日累计降水,lag3-6,3,6,0.08233711294127107,0.08979316728055495,0.9169641236065573,0.3591614401830593,1400,0.019924827353709262,,0.6795080913643808,,-0.09365749492861662,0.25833172081115874
hist,尖椒,volume,precip_7d,7日累计降水,lag7-13,7,13,-0.0053162393905327645,0.11819893542256431,-0.04497704967922992,0.9641256021405545,1400,0.019924827353709262,,0.9641256021405545,,-0.23698615281875882,0.22635367403769327
hist,尖椒,volume,precip_7d,7日累计降水,lag14-30,14,30,0.2916519340904196,0.24766345135040346,1.1776139454576995,0.2389505477322198,1400,0.019924827353709262,,0.6795080913643808,,-0.19376843055637116,0.7770722987372104
hist,尖椒,volume,temp_max,日最高气温,lag0-2,0,2,0.15019906235589967,0.3315597048517963,0.4530075885519233,0.6505432771806028,1400,0.022524022812900113,,0.7981601592871717,,-0.4996579591536211,0.8000560838654204
hist,尖椒,volume,temp_max,日最高气温,lag3-6,3,6,0.05364477063254358,0.20977201068708515,0.25572892425846533,0.7981601592871717,1400,0.022524022812900113,,0.7981601592871717,,-0.3575083703141433,0.46479791157923045
hist,尖椒,volume,temp_max,日最高气温,lag7-13,7,13,-0.640878548558027,0.32590535618333555,-1.9664560167507823,0.04924595820575482,1400,0.022524022812900113,,0.1969838328230193,,-1.2796530466773646,-0.002104050438689331
hist,尖椒,volume,temp_max,日最高气温,lag14-30,14,30,0.6360581041753691,0.4997081478312992,1.2728591817760424,0.20306801589615275,1400,0.022524022812900113,,0.4061360317923055,,-0.3433698655739773,1.6154860739247154
hist,尖椒,volume,temp_min,日最低气温,lag0-2,0,2,0.014752426257158106,0.4008512907154579,0.03680274106346844,0.9706422884781434,1400,0.025857791396135643,,0.9706422884781434,,-0.7709161035451393,0.8004209560594555
hist,尖椒,volume,temp_min,日最低气温,lag3-6,3,6,0.15792825991871884,0.2844748030100795,0.5551572872101546,0.5787870813874385,1400,0.025857791396135643,,0.7717161085165847,,-0.399642353981037,0.7154988738184747
hist,尖椒,volume,temp_min,日最低气温,lag7-13,7,13,-0.8320110273787005,0.4328722965801497,-1.92207039801783,0.054596900256038215,1400,0.025857791396135643,,0.21838760102415286,,-1.6804407286757939,0.016418673918392912
hist,尖椒,volume,temp_min,日最低气温,lag14-30,14,30,0.8501257273937862,0.5415630802490038,1.5697630772816147,0.11647024042814878,1400,0.025857791396135643,,0.23294048085629757,,-0.21133790989426127,1.9115893646818338
hist,尖椒,volume,vpd,饱和水汽压差VPD,lag0-2,0,2,0.029265923590047236,0.1348853436274205,0.2169688922681281,0.828232587842526,1400,0.010840522116828177,,0.828232587842526,,-0.23510934991969692,0.2936411970997914
hist,尖椒,volume,vpd,饱和水汽压差VPD,lag3-6,3,6,-0.05190179046536095,0.13018362385195634,-0.3986814080731322,0.6901279687329216,1400,0.010840522116828177,,0.828232587842526,,-0.3070616932151954,0.20325811228447346
hist,尖椒,volume,vpd,饱和水汽压差VPD,lag7-13,7,13,-0.21638017162934173,0.15065408986183992,-1.4362714734646573,0.15092510800944206,1400,0.010840522116828177,,0.6037004320377682,,-0.511662187758548,0.07890184449986451
hist,尖椒,volume,vpd,饱和水汽压差VPD,lag14-30,14,30,0.24730585552863263,0.2730417111643794,0.9057438677556008,0.3650714376853389,1400,0.010840522116828177,,0.7301428753706778,,-0.2878558983535511,0.7824676094108163
hist,尖椒,volume,soil_z,土壤水分异常,lag0-2,0,2,0.17691587309375853,0.10951559104932607,1.6154400610783832,0.10621543064952176,1400,0.0865164928705302,,0.15928293792566214,,-0.037734685362920545,0.3915664315504376
hist,尖椒,volume,soil_z,土壤水分异常,lag3-6,3,6,0.11356479722677178,0.07293657862491482,1.5570348838378132,0.1194622034442466,1400,0.0865164928705302,,0.15928293792566214,,-0.02939089687806125,0.2565204913316048
hist,尖椒,volume,soil_z,土壤水分异常,lag7-13,7,13,0.076249592343437,0.08841962343752065,0.86236051884248,0.38848915943767703,1400,0.0865164928705302,,0.38848915943767703,,-0.09705286959410345,0.24955205428097746
hist,尖椒,volume,soil_z,土壤水分异常,lag14-30,14,30,0.5144418518084893,0.17857180593926258,2.8808682821042075,0.0039658133580400545,1400,0.0865164928705302,,0.015863253432160218,,0.16444111216753465,0.864442591449444
hist,甘蓝,price,precip_1d,当日降水,lag0-2,0,2,-0.013497234489477077,0.05190720254083288,-0.2600262358361435,0.7948435362141494,1400,0.010074615603408832,,0.9202433928663108,,-0.11523535146950951,0.08824088249055535
hist,甘蓝,price,precip_1d,当日降水,lag3-6,3,6,-0.0788167300697095,0.07531357765831992,-1.0465142212109824,0.2953236825379728,1400,0.010074615603408832,,0.5906473650759456,,-0.22643134228001655,0.06879788214059752
hist,甘蓝,price,precip_1d,当日降水,lag7-13,7,13,0.010996574348792053,0.1098261159208966,0.10012713512250992,0.9202433928663108,1400,0.010074615603408832,,0.9202433928663108,,-0.20426261285616526,0.22625576155374938
hist,甘蓝,price,precip_1d,当日降水,lag14-30,14,30,0.3582335357063825,0.2908733498566337,1.231579090634977,0.21810635559265967,1400,0.010074615603408832,,0.5906473650759456,,-0.21187823001261952,0.9283453014253845
hist,甘蓝,price,precip_3d,3日累计降水,lag0-2,0,2,-0.010541736462706227,0.04992543373424342,-0.21114962203073945,0.832770520213157,1400,0.009707152964748333,,0.832770520213157,,-0.10839558658182333,0.08731211365641087
hist,甘蓝,price,precip_3d,3日累计降水,lag3-6,3,6,-0.054503135126493664,0.05172509278724274,-1.0537078270826437,0.2920167043263502,1400,0.009707152964748333,,0.5840334086527004,,-0.15588431698948943,0.046878046736502095
hist,甘蓝,price,precip_3d,3日累计降水,lag7-13,7,13,0.02518367200464431,0.08181569719284511,0.30780978306992485,0.7582270769796455,1400,0.009707152964748333,,0.832770520213157,,-0.1351750944933321,0.1855424385026207
hist,甘蓝,price,precip_3d,3日累计降水,lag14-30,14,30,0.22718508415407193,0.1991622023379239,1.1407038157200173,0.25399319815662136,1400,0.009707152964748333,,0.5840334086527004,,-0.1631728324282589,0.6175430007364028
hist,甘蓝,price,precip_7d,7日累计降水,lag0-2,0,2,-0.040217573062040574,0.06766063011539063,-0.5944013969933803,0.5522436743356609,1400,0.010815316165611044,,0.7268677789950293,,-0.1728324080882062,0.09239726196412507
hist,甘蓝,price,precip_7d,7日累计降水,lag3-6,3,6,-0.020517383136838683,0.048733519660766465,-0.4210117241615212,0.6737465206865436,1400,0.010815316165611044,,0.7268677789950293,,-0.11603508167194095,0.07500031539826359
hist,甘蓝,price,precip_7d,7日累计降水,lag7-13,7,13,0.030380697391251908,0.0869771653140888,0.34929509695495625,0.7268677789950293,1400,0.010815316165611044,,0.7268677789950293,,-0.14009454662436216,0.20085594140686597
hist,甘蓝,price,precip_7d,7日累计降水,lag14-30,14,30,0.18550289846173973,0.16498581569098536,1.1243566465688324,0.26086175607127415,1400,0.010815316165611044,,0.7268677789950293,,-0.1378693002925916,0.508875097216071
hist,甘蓝,price,temp_max,日最高气温,lag0-2,0,2,-0.07512397092577314,0.279541723668893,-0.26873974281833773,0.7881299660824944,1400,0.003111642179654317,,0.7881299660824944,,-0.6230257493168034,0.4727778074652571
hist,甘蓝,price,temp_max,日最高气温,lag3-6,3,6,0.1612614446052928,0.19780183791662595,0.8152676754867413,0.4149191072977616,1400,0.003111642179654317,,0.7881299660824944,,-0.22643015771129404,0.5489530469218796
hist,甘蓝,price,temp_max,日最高气温,lag7-13,7,13,0.08866797294963913,0.23897817983162734,0.37102957689321414,0.7106155023508236,1400,0.003111642179654317,,0.7881299660824944,,-0.3797292595203504,0.5570652054196287
hist,甘蓝,price,temp_max,日最高气温,lag14-30,14,30,-0.13735284678037726,0.4126520615918843,-0.332853896938046,0.7392445717748666,1400,0.003111642179654317,,0.7881299660824944,,-0.9461508875004705,0.6714451939397159
hist,甘蓝,price,temp_min,日最低气温,lag0-2,0,2,5.8404431884699626e-05,0.3021309667865042,0.00019330832753059086,0.9998457622709493,1400,0.0010393929773049315,,0.9998457622709493,,-0.5921182904696636,0.5922350993334329
hist,甘蓝,price,temp_min,日最低气温,lag3-6,3,6,-0.014572829559312868,0.21660209542304626,-0.06727926399257877,0.946359384416163,1400,0.0010393929773049315,,0.9998457622709493,,-0.43911293658848355,0.4099672774698578
hist,甘蓝,price,temp_min,日最低气温,lag7-13,7,13,0.04913915346601143,0.29930200714148286,0.1641791645011685,0.8695901028523106,1400,0.0010393929773049315,,0.9998457622709493,,-0.537492780531295,0.6357710874633178
hist,甘蓝,price,temp_min,日最低气温,lag14-30,14,30,-0.006561185619272623,0.4231891726355774,-0.015504143403315952,0.9876299789331138,1400,0.0010393929773049315,,0.9998457622709493,,-0.8360119639850044,0.8228895927464591
hist,甘蓝,price,vpd,饱和水汽压差VPD,lag0-2,0,2,-0.005671165178657954,0.10183806937311335,-0.05568806649191269,0.9555903063103848,1400,0.00233328672855293,,0.9555903063103848,,-0.20527378114996012,0.1939314507926442
hist,甘蓝,price,vpd,饱和水汽压差VPD,lag3-6,3,6,0.06887535696389888,0.08591175777133765,0.8016988448451633,0.42272718419162625,1400,0.00233328672855293,,0.9555903063103848,,-0.09951168826792292,0.23726240219572067
hist,甘蓝,price,vpd,饱和水汽压差VPD,lag7-13,7,13,0.008725707032042625,0.10603146413519703,0.0822935635493704,0.9344132726049975,1400,0.00233328672855293,,0.9555903063103848,,-0.19909596267294355,0.21654737673702878
hist,甘蓝,price,vpd,饱和水汽压差VPD,lag14-30,14,30,-0.11562834535555101,0.191000931078203,-0.6053810560128023,0.5449258352973654,1400,0.00233328672855293,,0.9555903063103848,,-0.4899901702688289,0.2587334795577269
hist,甘蓝,price,soil_z,土壤水分异常,lag0-2,0,2,-0.018001748573196155,0.07865169701857955,-0.22887934088623263,0.8189626979706424,1400,0.011747462966828714,,0.8402214143451582,,-0.17215907472961206,0.13615557758321978
hist,甘蓝,price,soil_z,土壤水分异常,lag3-6,3,6,-0.01672104625190578,0.04287403079748481,-0.39000406401925514,0.696533541769562,1400,0.011747462966828714,,0.8402214143451582,,-0.100754146614976,0.06731205411116445
hist,甘蓝,price,soil_z,土壤水分异常,lag7-13,7,13,0.015715896388804274,0.07795186348327421,0.20161027185932975,0.8402214143451582,1400,0.011747462966828714,,0.8402214143451582,,-0.13706975603841318,0.16850154881602172
hist,甘蓝,price,soil_z,土壤水分异常,lag14-30,14,30,0.19879894788841468,0.16680835437360741,1.1917805234332366,0.23334731458132185,1400,0.011747462966828714,,0.8402214143451582,,-0.12814542668385587,0.5257433224606852
hist,甘蓝,volume,precip_1d,当日降水,lag0-2,0,2,-0.09180763773549454,0.052024589416835285,-1.7646970166339335,0.07761470026097977,1400,0.028338168388945206,,0.2946055951436324,,-0.19377583299249168,0.01016055752150262
hist,甘蓝,volume,precip_1d,当日降水,lag3-6,3,6,0.00825544895377032,0.07847356274523241,0.10520038424369706,0.9162168058331019,1400,0.028338168388945206,,0.9162168058331019,,-0.1455527340268852,0.16206363193442583
hist,甘蓝,volume,precip_1d,当日降水,lag7-13,7,13,-0.029035230832181874,0.08619640717419284,-0.33684966443560777,0.7362302318540423,1400,0.028338168388945206,,0.9162168058331019,,-0.19798018889359983,0.13990972722923609
hist,甘蓝,volume,precip_1d,当日降水,lag14-30,14,30,-0.24765800037602928,0.17090180201729724,-1.4491245700906268,0.1473027975718162,1400,0.028338168388945206,,0.2946055951436324,,-0.5826255323299319,0.08730953157787333
hist,甘蓝,volume,precip_3d,3日累计降水,lag0-2,0,2,-0.0813549065353376,0.0433323584587577,-1.8774631575331515,0.060454642307360355,1400,0.029501242908934633,,0.24141964751257422,,-0.1662863291145027,0.003576516043827485
hist,甘蓝,volume,precip_3d,3日累计降水,lag3-6,3,6,0.036315202140650635,0.05855438234550013,0.6201961439260478,0.5351286599215568,1400,0.029501242908934633,,0.713504879895409,,-0.07845138725652961,0.15108179153783088
hist,甘蓝,volume,precip_3d,3日累计降水,lag7-13,7,13,-0.01698446829314455,0.059212386781732324,-0.2868397849887795,0.7742349983358788,1400,0.029501242908934633,,0.7742349983358788,,-0.1330407463853399,0.0990718097990508
hist,甘蓝,volume,precip_3d,3日累计降水,lag14-30,14,30,-0.17998037576161582,0.11598160117628227,-1.5518010954863506,0.12070982375628711,1400,0.029501242908934633,,0.24141964751257422,,-0.4073043140671291,0.04734356254389743
hist,甘蓝,volume,precip_7d,7日累计降水,lag0-2,0,2,-0.04680672702567572,0.06404049664457262,-0.7308926301033387,0.4648447379523103,1400,0.02834779952363875,,0.9296894759046206,,-0.17232610044903807,0.07871264639768662
hist,甘蓝,volume,precip_7d,7日累计降水,lag3-6,3,6,0.009132854948685234,0.0473814158717919,0.1927518369944364,0.8471533245489734,1400,0.02834779952363875,,0.9735152223429528,,-0.08373472016002688,0.10200043005739735
hist,甘蓝,volume,precip_7d,7日累计降水,lag7-13,7,13,-0.001837256488514145,0.055339310506101975,-0.03319984422848131,0.9735152223429528,1400,0.02834779952363875,,0.9735152223429528,,-0.110302305080474,0.10662779210344572
hist,甘蓝,volume,precip_7d,7日累计降水,lag14-30,14,30,-0.15197831139731977,0.09434491919514856,-1.6108796604399958,0.10720595398542203,1400,0.02834779952363875,,0.4288238159416881,,-0.33689435301981097,0.03293773022517141
hist,甘蓝,volume,temp_max,日最高气温,lag0-2,0,2,0.3481509106333871,0.19476664546691247,1.7875284025083853,0.07385212577674385,1400,0.02826925176054018,,0.2954085031069754,,-0.03359171448176135,0.7298935357485355
hist,甘蓝,volume,temp_max,日最高气温,lag3-6,3,6,-0.11742792737127483,0.1367459289727165,-0.8587307004562016,0.39048910857214214,1400,0.02826925176054018,,0.5206521447628562,,-0.3854499481577992,0.15059409341524954
hist,甘蓝,volume,temp_max,日最高气温,lag7-13,7,13,-0.0016831054150568334,0.20740469233741948,-0.008115078767449714,0.9935251750078948,1400,0.02826925176054018,,0.9935251750078948,,-0.40819630239639904,0.40483009156628535
hist,甘蓝,volume,temp_max,日最高气温,lag14-30,14,30,-0.27109978307292604,0.31307604299337777,-0.8659231172110489,0.3865323249114295,1400,0.02826925176054018,,0.5206521447628562,,-0.8847288273399464,0.3425292611940943
hist,甘蓝,volume,temp_min,日最低气温,lag0-2,0,2,0.33925977436001686,0.22393564001450003,1.5149878524831935,0.1297754804241785,1400,0.030106691252207107,,0.519101921696714,,-0.0996540800684032,0.7781736287884369
hist,甘蓝,volume,temp_min,日最低气温,lag3-6,3,6,-0.06424623389731174,0.1766423769892298,-0.36370793346620867,0.7160761184863224,1400,0.030106691252207107,,0.7160761184863224,,-0.41046529279620214,0.2819728250015786
hist,甘蓝,volume,temp_min,日最低气温,lag7-13,7,13,-0.1058945292850263,0.25123409801172625,-0.4214974405268974,0.6733918797714094,1400,0.030106691252207107,,0.7160761184863224,,-0.5983133613880097,0.38652430281795713
hist,甘蓝,volume,temp_min,日最低气温,lag14-30,14,30,-0.2583872366917465,0.31178502928811014,-0.8287352259398558,0.40725424822935985,1400,0.030106691252207107,,0.7160761184863224,,-0.8694858940964423,0.3527114207129493
hist,甘蓝,volume,vpd,饱和水汽压差VPD,lag0-2,0,2,0.1210561283495794,0.11874116374640392,1.0194958894635695,0.30796760364391973,1400,0.020816253253781558,,0.6159352072878395,,-0.11167655259337228,0.3537888092925311
hist,甘蓝,volume,vpd,饱和水汽压差VPD,lag3-6,3,6,-0.10794172390616186,0.09334781344122588,-1.156339071339091,0.24754249278743623,1400,0.020816253253781558,,0.6159352072878395,,-0.29090343825096454,0.07501999043864085
hist,甘蓝,volume,vpd,饱和水汽压差VPD,lag7-13,7,13,0.0026944407117002606,0.11965993150029888,0.022517484991987736,0.982035164529381,1400,0.020816253253781558,,0.982035164529381,,-0.23183902502888554,0.23722790645228609
hist,甘蓝,volume,vpd,饱和水汽压差VPD,lag14-30,14,30,-0.06369245674183222,0.22504234733364423,-0.2830243174072602,0.7771581961951438,1400,0.020816253253781558,,0.982035164529381,,-0.5047754575157749,0.3773905440321105
hist,甘蓝,volume,soil_z,土壤水分异常,lag0-2,0,2,0.0010942606751411926,0.08304739436260097,0.01317633964966365,0.9894871062274845,1400,0.027160377594087737,,0.9894871062274845,,-0.16167863227555673,0.1638671536258391
hist,甘蓝,volume,soil_z,土壤水分异常,lag3-6,3,6,0.09691234731889509,0.07101975277316543,1.3645830002876762,0.1723841507895847,1400,0.027160377594087737,,0.6895366031583388,,-0.042286368116509154,0.23611106275429933
hist,甘蓝,volume,soil_z,土壤水分异常,lag7-13,7,13,-0.0207253978624728,0.08047359547840571,-0.25754283425840285,0.7967597531838714,1400,0.027160377594087737,,0.9894871062274845,,-0.178453645000148,0.1370028492752024
hist,甘蓝,volume,soil_z,土壤水分异常,lag14-30,14,30,0.10514527911944851,0.1360155782056771,0.7730385041664285,0.43949959351414747,1400,0.027160377594087737,,0.8789991870282949,,-0.16144525416367864,0.3717358124025757
hist,芸豆,price,precip_1d,当日降水,lag0-2,0,2,-0.012922355384831486,0.05476542863842621,-0.23595826246787566,0.813465057473773,1400,0.021545005892229963,,0.813465057473773,,-0.12026259551614686,0.0944178847464839
hist,芸豆,price,precip_1d,当日降水,lag3-6,3,6,-0.13178172407037742,0.059069083907370416,-2.2309762629302297,0.025682701397860514,1400,0.021545005892229963,,0.10273080559144206,,-0.24755712852882344,-0.0160063196119314
hist,芸豆,price,precip_1d,当日降水,lag7-13,7,13,-0.04728142101808824,0.07383071172654264,-0.640403158961967,0.5219105296741922,1400,0.021545005892229963,,0.6958807062322562,,-0.1919896160021118,0.09742677396593533
hist,芸豆,price,precip_1d,当日降水,lag14-30,14,30,0.29605046611788777,0.245035100079337,1.2081961564773092,0.22697181984071102,1400,0.021545005892229963,,0.45394363968142204,,-0.18421833003761273,0.7763192622733883
