crop,response,exposure,label,lag_days,effect_z_per_1sd,se_hac,ci_low,ci_high,p_value,n_obs,fdr_p,fdr_p_within
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,5,0.22462835751482038,0.07536918478921954,0.07690475532795008,0.37235195970169066,0.002878966640638795,1407,0.016922548829585743,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,6,0.22542206930556816,0.07496115804733024,0.0784981995328009,0.3723459390783354,0.0026367924954418696,1406,0.015926934536226057,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,7,0.22703794158584686,0.07446877534154381,0.08107914191642102,0.3729967412552727,0.002297826549827544,1405,0.014771742106034212,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,8,0.22777777595376633,0.07435143311478366,0.08204896704879036,0.37350658485874233,0.0021874295919501146,1404,0.014407148218864511,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,9,0.22958883858024448,0.0746811921641145,0.08321370193858008,0.3759639752219089,0.0021103077017499664,1404,0.01428027768101481,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,10,0.23059285322034623,0.07487431748441867,0.08383919095088563,0.3773465154898068,0.0020718673454238074,1404,0.01428027768101481,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,11,0.22892836185546112,0.07521887008829088,0.08149937648241098,0.3763573472285112,0.002338462232249096,1403,0.014926354673930402,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,12,0.22846901348068754,0.07529470243208057,0.08089139671380963,0.37604663024756546,0.002410701623206866,1402,0.01517224797822503,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,13,0.23003754838537482,0.07481737930357978,0.08339548495035848,0.37667961182039117,0.002107469460834114,1401,0.01428027768101481,0.003598708300798494
土豆,price,soil_moisture_28_100,土壤水分 28–100cm,14,0.22942670869859272,0.07440504605268859,0.08359281843532307,0.37526059896186237,0.0020459266889058074,1400,0.01428027768101481,0.003598708300798494
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,0,-0.06321641567889985,0.07073174795461659,-0.20185064166994837,0.07541781031214867,0.37145630266693086,1410,0.5317306540937942,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,1,-0.05407161680538064,0.07007131285089287,-0.19141138999313065,0.08326815638236937,0.4403125511559516,1409,0.5807219809508531,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,2,-0.05480704526747197,0.06894147492552055,-0.18993233612149224,0.08031824558654832,0.42662554516954965,1409,0.573763059297463,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,3,-0.05828942852902708,0.06882420776080167,-0.19318487574019835,0.0766060186821442,0.39703298757188654,1409,0.5500071107324604,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,4,-0.05357155779593083,0.07033664355175623,-0.19143137915737302,0.08428826356551138,0.4462718677597233,1408,0.5832583483818061,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,5,-0.05429583314283967,0.07351771477927854,-0.1983905541102256,0.08979888782454626,0.46018587313592074,1407,0.5950679393998975,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,6,-0.051319121591213324,0.07464045609072524,-0.1976144155290348,0.09497617234660816,0.4917355624984012,1406,0.6250875794471202,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,7,-0.04321315513880138,0.07391899246777175,-0.18809438037563403,0.10166807009803125,0.558815687365324,1405,0.672371816348652,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,8,-0.038613813652858715,0.07351097506993241,-0.18269532478992623,0.10546769748420881,0.5993888548683655,1404,0.7116754213476635,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,9,-0.04596525024457908,0.07299594556939751,-0.18903730356059817,0.09710680307144003,0.5288935422305863,1404,0.6463389790593109,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,10,-0.04666351223115161,0.07213897303094333,-0.18805589937180053,0.0947288749094973,0.5177252823434509,1404,0.6391670152388284,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,11,-0.04301245368051352,0.07284858836902776,-0.1857956868838079,0.09977077952278088,0.5548981552476403,1403,0.6694481765722202,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,12,-0.04370224542770551,0.07510923650264272,-0.19091634897288523,0.10351185811747421,0.5606682942830244,1402,0.6737002200997624,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,13,-0.037502629270804014,0.0748230127508729,-0.18415573426251491,0.10915047572090687,0.6162178161010292,1401,0.7259110399095894,0.6602333743939599
土豆,volume,soil_moisture_0_7,土壤水分 0–7cm,14,-0.027366635489090945,0.07327777860882267,-0.17099108156238338,0.1162578105842015,0.7088028987297375,1400,0.7964077513817276,0.7088028987297375
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,0,-0.08411975601178417,0.09292767004722477,-0.26625798930434474,0.09801847728077637,0.3653501563316607,1410,0.5269473408629721,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,1,-0.07631425634294389,0.09206666501767974,-0.2567649197775962,0.1041364070917084,0.4071597801283494,1409,0.5552178819932038,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,2,-0.07061924399534807,0.09166517083239627,-0.25028297882684475,0.1090444908361486,0.4410600890999029,1409,0.5807219809508531,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,3,-0.06904392236390222,0.09230252627719909,-0.24995687386721244,0.111869029139408,0.4544494882034562,1409,0.5901941405239691,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,4,-0.07258066454325343,0.09416725254238446,-0.25714847952632697,0.1119871504398201,0.4408472302220561,1408,0.5807219809508531,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,5,-0.07343874564576199,0.09596872135828688,-0.2615374395080043,0.1146599482164803,0.44413087007049457,1407,0.5823541696931144,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,6,-0.07134218604074882,0.0958311561317646,-0.25917125205900743,0.11648687997750978,0.4565999764317673,1406,0.5912805450195547,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,7,-0.06974156718197828,0.09504779858108785,-0.25603525240091046,0.11655211803695388,0.4630995478743809,1405,0.5971197608695455,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,8,-0.06386570685432746,0.09409408382005423,-0.24829011114163374,0.12055869743297881,0.4973006743035474,1404,0.6262073229080943,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,9,-0.0620359426892714,0.09357453540130632,-0.2454420320758318,0.12137014669728899,0.5073577557716986,1404,0.6333175869549637,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,10,-0.06113329592467889,0.09333248503367265,-0.2440649665906773,0.12179837474131952,0.5124641791468101,1404,0.6352861724960456,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,11,-0.06030725780146318,0.09419098058777801,-0.2449215797535081,0.12430706415058174,0.5219998505788848,1403,0.6418691166686951,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,12,-0.06257329251697721,0.094790842624291,-0.24836334406058755,0.12321675902663312,0.5091770858106134,1402,0.6338303972746225,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,13,-0.060856556609411014,0.09337268934605267,-0.2438670277276742,0.1221539145088522,0.514556198855187,1401,0.6368268640418386,0.5222642799074986
土豆,volume,soil_moisture_7_28,土壤水分 7–28cm,14,-0.05823040931067611,0.0910050660321081,-0.23660033873360797,0.12013952011225576,0.5222642799074986,1400,0.6418691166686951,0.5222642799074986
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,0,0.06684087324493138,0.0646173806900307,-0.059809192907528785,0.19349093939739154,0.30094447007074376,1410,0.4802305373469315,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,1,0.06721485727428131,0.06451764450749974,-0.05923972596041818,0.1936694405089808,0.2975017172022739,1409,0.47727548214268545,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,2,0.06829047809128538,0.06465198647753244,-0.05842741540467819,0.19500837158724896,0.29084117373070706,1409,0.47078607258567695,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,3,0.07033604711874364,0.06470924417690632,-0.05649407146799276,0.19716616570548004,0.2770566250893648,1409,0.46090750939081016,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,4,0.07327623307480391,0.06469618721577902,-0.05352829386812297,0.20008076001773079,0.2573736224920442,1408,0.44289915916412964,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,5,0.07604801903984433,0.06434455865343576,-0.05006731592088977,0.20216335400057844,0.23725040738325376,1407,0.41949973800575324,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,6,0.07824345934310778,0.06387088460420826,-0.04694347448114039,0.20343039316735595,0.22056563058589007,1406,0.3970181350546021,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,7,0.07970374623612311,0.06330123841184024,-0.04436668105108375,0.20377417352333,0.20798761378734376,1405,0.3851622477543403,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,8,0.07998407584792579,0.06297473381850363,-0.04344640243634133,0.2034145541321929,0.2040497670966227,1404,0.3828371098920964,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,9,0.08050659035608829,0.06292682713859674,-0.04282999083556131,0.2038431715477379,0.20076737742277906,1404,0.37880637249580956,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,10,0.08224655205992151,0.06283351590840638,-0.04090713912055499,0.20540024324039802,0.1905479378888515,1404,0.36959729331889296,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,11,0.08355405610771208,0.0628023081737871,-0.03953846791291063,0.20664658012833478,0.18337673399722199,1403,0.3580023006453358,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,12,0.08435021433092384,0.06258015582935748,-0.038306891094616824,0.2070073197564645,0.17769865804161022,1402,0.3530436914733978,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,13,0.08463660354696614,0.06214317170578599,-0.037164012996374396,0.20643722009030668,0.17321005494666575,1401,0.35031247067864985,0.30094447007074376
土豆,volume,soil_moisture_28_100,土壤水分 28–100cm,14,0.08475706340828396,0.06181905944195098,-0.036408293097939956,0.20592241991450788,0.17035915840010718,1400,0.3468851641631142,0.30094447007074376
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,0,0.05485629592410716,0.08301273281073343,-0.10784866038493038,0.21756125223314468,0.5087291317400093,1410,0.6338303972746225,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,1,0.05670039922295702,0.08318982791229025,-0.10635166348513186,0.21975246193104592,0.4955055053756181,1409,0.6262073229080943,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,2,0.05651635709814786,0.08406310679591093,-0.10824733222183755,0.22128004641813329,0.5013871995005206,1409,0.6293563173646701,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,3,0.06411717088345854,0.08327795260644895,-0.0991076162251814,0.2273419579920985,0.4413487055226484,1409,0.5807219809508531,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,4,0.07263505800577616,0.08326177437963282,-0.09055801977830416,0.23582813578985648,0.38300666668131755,1408,0.542844094508954,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,5,0.07503487180710365,0.08675481541358668,-0.09500456640352624,0.24507431001773355,0.3870896791258036,1407,0.5467917226997528,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,6,0.0787780230879585,0.08827479767791546,-0.0942405803607558,0.2517966265366728,0.37216889817560195,1406,0.5317306540937942,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,7,0.0850017210402245,0.08894415905256634,-0.08932883070280552,0.25933227278325455,0.3392363895543482,1405,0.5115926384194143,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,8,0.08395675571827942,0.08898890211761065,-0.09046149243223746,0.2583750038687963,0.3454497673570617,1404,0.5130442089461312,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,9,0.08006466390546052,0.08972453032026999,-0.09579541552226864,0.2559247433331897,0.3722114578656559,1404,0.5317306540937942,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,10,0.07853781950283827,0.08770740560040438,-0.09336869547395431,0.2504443344796308,0.3705452230621704,1404,0.5317306540937942,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,11,0.0813309218424472,0.08734662710690999,-0.08986846728709638,0.25253031097199075,0.3517871689911246,1403,0.5154313996603778,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,12,0.08515487259596652,0.09073601198205411,-0.09268771088885952,0.26299745608079256,0.3479924684637268,1402,0.5137149747098089,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,13,0.08443827331367557,0.09273573612415369,-0.09732376948966565,0.2662003161170168,0.3625453216225606,1401,0.5245832627979173,0.5087291317400093
尖椒,price,soil_moisture_0_7,土壤水分 0–7cm,14,0.08451027893913174,0.09261148105316391,-0.09700822392506953,0.266028781803333,0.36149248805530465,1400,0.5239021566018908,0.5087291317400093
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,0,-0.00091243384270615,0.11746361969087091,-0.23114112843681311,0.22931626075140082,0.993802255059353,1410,0.995229261490792,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,1,-0.0019670408370377254,0.11698488746630314,-0.2312574202709919,0.22732333859691645,0.9865846127978697,1409,0.9909890083907174,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,2,0.0029433960902993037,0.11694907545307907,-0.22627679179773566,0.23216358397833428,0.9799208127620455,1409,0.9853952307104368,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,3,0.009358892576376102,0.11586249801127813,-0.21773160352572904,0.23644938867848123,0.9356202086010073,1409,0.9547144985724564,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,4,0.00989132343400781,0.11647913215031395,-0.21840777558060753,0.23819042244862315,0.9323255680455899,1408,0.9535147855011715,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,5,0.009334618281084539,0.11911554702791424,-0.2241318538936274,0.24280109045579645,0.9375368561436418,1407,0.9555868295914809,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,6,0.010513653164054905,0.11936891982033052,-0.22344942968379292,0.2444767360119027,0.9298154978841531,1406,0.9520295200179042,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,7,0.009770391833621028,0.11930354189436544,-0.22406455027933525,0.2436053339465773,0.9347300220732081,1405,0.9547144985724564,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,8,0.008164089680776756,0.11920252211153853,-0.22547285365783876,0.24180103301939226,0.9453961883035116,1404,0.9582426060318331,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,9,0.008317181746345381,0.12032100296912106,-0.2275119840731319,0.24414634756582265,0.9448901716693676,1404,0.9582426060318331,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,10,0.012098816200319752,0.11956362455163276,-0.22224588792088046,0.24644352032151995,0.9193984860178512,1404,0.9435962642117564,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,11,0.014164679253862202,0.12076183947240508,-0.22252852611205176,0.25085788461977615,0.906626816687286,1403,0.938405102852,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,12,0.01570070798447245,0.12289302725410002,-0.22516962543356359,0.25657104140250847,0.8983395832705087,1402,0.9327736720839435,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,13,0.013825436517218074,0.12387239218804202,-0.22896445217134428,0.25661532520578045,0.9111323941874404,1401,0.9396105151257357,0.993802255059353
尖椒,price,soil_moisture_7_28,土壤水分 7–28cm,14,0.013521043504184621,0.1229987119812397,-0.22755643197904518,0.2545985189874144,0.9124662113554367,1400,0.9396105151257357,0.993802255059353
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,0,0.0055981518875328415,0.12656920359182758,-0.2424774871524492,0.2536737909275149,0.9647210940156113,1410,0.9755606568697193,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,1,0.008224031486592148,0.12679996776835162,-0.240303905339377,0.2567519683125613,0.9482868152900318,1409,0.9600203979314158,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,2,0.011452292506971086,0.12722798125204224,-0.23791455074703172,0.2608191357609739,0.9282761333070532,1409,0.9515358997452709,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,3,0.014016959266197778,0.12734951636849137,-0.2355880928160453,0.2636220113484409,0.9123563635419503,1409,0.9396105151257357,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,4,0.01653443697915069,0.1279925893826379,-0.23433103821081963,0.267399912169121,0.8972130311001172,1408,0.9327736720839435,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,5,0.017561713577623223,0.12845469848827223,-0.23420949545939032,0.26933292261463676,0.8912558912093503,1407,0.9327096535911806,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,6,0.020036153231616585,0.12794483852103541,-0.23073573026961283,0.270808036732846,0.8755601547874995,1406,0.9216422681973679,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,7,0.024095820357765856,0.1271069361467923,-0.22503377448994705,0.27322541520547877,0.8496451203609666,1405,0.9006838731741695,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,8,0.028661143658334165,0.12699119848469145,-0.22024160537166107,0.27756389268832937,0.8214394733432158,1404,0.8780231900343162,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,9,0.032164468907552486,0.1276249672838518,-0.21798046696879708,0.28230940478390204,0.8010230330246753,1404,0.8608022003918548,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,10,0.035206278202446956,0.12810433913229397,-0.2158782264968492,0.28629078290174315,0.7834506709673931,1404,0.8474826969599204,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,11,0.03805008041243904,0.12879840930297498,-0.2143948018213919,0.29049496264626995,0.7676703625686814,1403,0.834424307139871,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,12,0.03948807832906864,0.1292248071108613,-0.21379254360821948,0.29276870026635676,0.7599270325507828,1402,0.8300173899219715,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,13,0.04171051457824129,0.1283644777785859,-0.20988386186778704,0.2933048910242696,0.7452278906972588,1401,0.8189317480189657,0.9647210940156113
尖椒,price,soil_moisture_28_100,土壤水分 28–100cm,14,0.046182226046058206,0.1274503392205606,-0.20362043882624056,0.295984890918357,0.717087006579692,1400,0.8017121812692208,0.9647210940156113
尖椒,volume,soil_moisture_0_7,土壤水分 0–7cm,0,0.303099648194888,0.10421981179848999,0.09882881706984761,0.5073704793199284,0.0036343110318341715,1410,0.01982351471909548,0.004193435805962506
尖椒,volume,soil_moisture_0_7,土壤水分 0–7cm,1,0.3066939333664076,0.10743591771685872,0.09611953464136452,0.5172683320914506,0.00430817672034508,1409,0.02203044913812825,0.00430817672034508
尖椒,volume,soil_moisture_0_7,土壤水分 0–7cm,2,0.32801138425263304,0.11061906755329234,0.11119801184818004,0.5448247566570861,0.00302453096555412,1409,0.017338075598717882,0.004129531876025618
尖椒,volume,soil_moisture_0_7,土壤水分 0–7cm,3,0.34471402626026987,0.10995561252564855,0.12920102570999872,0.560227026810541,0.0017183716452173683,1409,0.013218243424748985,0.004078162893526027
尖椒,volume,soil_moisture_0_7,土壤水分 0–7cm,4,0.34026944468388215,0.10762577884276002,0.1293229181520725,0.5512159712156918,0.0015690602336840285,1408,0.01308864322979217,0.004078162893526027
