crop,response,metric,hazard_key,hazard_label,peak_lag,peak_effect,peak_se,peak_p,peak_fdr_p,peak_ci_low,peak_ci_high,sum_effect_0_14,n_lag_sig_within,n_lag_focus,corr_max_abs
芹菜,volume,pct,vpd,饱和水汽压差VPD,4,-0.4276242229418457,0.738392207495462,0.5625022412054006,0.9993687142937572,-1.874872949632951,1.0196245037492597,-4.478745694234285,0,15,0.03585612491926105
芹菜,volume,z,precip_1d,当日降水,1,-0.0699590507635672,0.04023765635437378,0.0820970040299492,0.967950856397499,-0.14882485721813982,0.008906755691005394,-0.27861172721892913,0,15,0.0463154883862671
芹菜,volume,z,precip_3d,3日累计降水,0,-0.08540553972815734,0.053646614717482034,0.1113841638421316,0.9993687142937572,-0.19055290457442214,0.019741825118107445,-0.3283446852066351,0,15,0.052664839592164885
芹菜,volume,z,precip_7d,7日累计降水,0,-0.0639890177886973,0.0760450956292682,0.4000894626683028,0.9993687142937572,-0.213037405222063,0.08505936964466838,-0.28642464913429766,0,15,0.03286052559984942
芹菜,volume,z,soil_z,土壤水分异常,14,0.272519968021706,0.09654075624252517,0.004759899832856202,0.30015543747258056,0.0833000857863567,0.46173985025705533,3.61363137525596,15,15,0.1697989657230717
芹菜,volume,z,temp_max,日最高气温,12,-0.03256358738294002,0.11848500535295924,0.7834445572240124,0.9993687142937572,-0.2647941978747401,0.1996670231088601,-0.312080337469141,0,15,0.01764643013598307
芹菜,volume,z,temp_min,日最低气温,10,-0.06040924139554702,0.11798284829377904,0.6086390088783041,0.9993687142937572,-0.2916556240513539,0.1708371412602599,-0.7046101856909509,0,15,0.034757435884891934
芹菜,volume,z,vpd,饱和水汽压差VPD,4,-0.05410019301224339,0.11208169422195682,0.6293191592065279,0.9993687142937572,-0.27378031368727873,0.16557992766279198,-0.5196381138386488,0,15,0.030688108349769285
茄子,price,pct,precip_1d,当日降水,12,3.4001754318031616,2.0426821632303964,0.09599974923262748,0.9993687142937572,-0.6034816081284151,7.403832471734738,34.17485931454642,0,15,0.07975375392976942
茄子,price,pct,precip_3d,3日累计降水,12,4.553431463794854,2.6420854733393084,0.08481201817392653,0.9763505540446714,-0.6250560639501908,9.7319189915399,51.521698460266734,0,15,0.10984671990564637
茄子,price,pct,precip_7d,7日累计降水,7,4.719248804070279,2.848084620458519,0.09752142099877417,0.9993687142937572,-0.862997052028418,10.301494660168977,67.69598496278888,0,15,0.12225001976029984
茄子,price,pct,soil_z,土壤水分异常,6,9.93199948986088,3.110134022808612,0.001405927622747267,0.2899655350248582,3.836136805156001,16.027862174565758,138.3218230024733,15,15,0.25575341220248476
茄子,price,pct,temp_max,日最高气温,3,0.7362865711766067,3.2493236463070065,0.8207372255791653,0.9993687142937572,-5.632387775585126,7.104960917938339,8.058818634950924,0,15,0.01787837283465297
茄子,price,pct,temp_min,日最低气温,2,0.9366771715583238,3.420906252772722,0.7842309010591504,0.9993687142937572,-5.768299083876212,7.641653426992859,11.788853940146776,0,15,0.02291613600289346
茄子,price,pct,vpd,饱和水汽压差VPD,7,-3.571229774877019,2.334111388938093,0.12601255605219314,0.9993687142937572,-8.146088097195681,1.003628547441643,-43.27232690606547,0,15,0.09432014520402211
茄子,price,z,precip_1d,当日降水,12,0.05372593806809389,0.04707063653731368,0.2537078035809027,0.9993687142937572,-0.03853250954504092,0.1459843856812287,0.49746216999801873,0,15,0.04354205568251165
茄子,price,z,precip_3d,3日累计降水,12,0.07171012296136833,0.060626774342646766,0.23688335801375016,0.9993687142937572,-0.04711835475021933,0.190538600672956,0.76369577218768,0,15,0.059575482399890356
茄子,price,z,precip_7d,7日累计降水,10,0.07359972062245151,0.06868601663511892,0.2839273078441491,0.9993687142937572,-0.06102487198238157,0.2082243132272846,1.0147425463336583,0,15,0.06532667825070529
茄子,price,z,soil_z,土壤水分异常,6,0.22407016689257295,0.09367891028438831,0.016761612578194845,0.48344505015015926,0.040459502735171876,0.407680831049974,3.0879844041292737,0,15,0.2013712144257317
茄子,price,z,temp_max,日最高气温,14,-0.03381375788339219,0.09478616341972408,0.7212884958282031,0.9993687142937572,-0.21959463818605138,0.151967122419267,-0.2925265151396383,0,15,0.03223136950845929
茄子,price,z,temp_min,日最低气温,13,-0.03343993887954459,0.09646054742535662,0.7288395551836075,0.9993687142937572,-0.22250261183324355,0.1556227340741544,-0.3410811504991685,0,15,0.031924497227076874
茄子,price,z,vpd,饱和水汽压差VPD,7,-0.09067826785668376,0.07472805771444065,0.2249603446947056,0.9993687142937572,-0.23714526097698743,0.055788725263619915,-1.123271869461071,0,15,0.08374491497881129
茄子,volume,pct,precip_1d,当日降水,9,-0.5117510560910556,0.2827235522599874,0.07028403539343332,0.9013596991332701,-1.065889218520631,0.04238710633851972,-3.594692236849289,0,15,0.049735613093758534
茄子,volume,pct,precip_3d,3日累计降水,7,-0.7099691818327485,0.4065318443145326,0.08074062896817177,0.9661406025567016,-1.5067715966892323,0.08683323302373536,-5.455969720913463,0,15,0.06839045571087801
茄子,volume,pct,precip_7d,7日累计降水,3,-0.6610115763821478,0.5821161591768428,0.2561524461072172,0.9993687142937572,-1.8019592483687596,0.47993609560446404,-6.475978935640973,0,15,0.05837340865189209
茄子,volume,pct,soil_z,土壤水分异常,0,-1.0768619510132578,0.6696617807621358,0.10782019822488319,0.9993687142937572,-2.389399041307044,0.2356751392805283,-10.885394828879171,0,15,0.09670287656965994
茄子,volume,pct,temp_max,日最高气温,0,0.4701503372342425,0.9154671259455498,0.6075573294111927,0.9993687142937572,-1.3241652296190352,2.26446590408752,0.7064656519593702,0,15,0.047549502081099024
茄子,volume,pct,temp_min,日最低气温,0,0.39793337346309665,0.9109626996643548,0.6622366012194044,0.9993687142937572,-1.3875535178790388,2.183420264805232,0.2912813406186542,0,15,0.04108631894226798
茄子,volume,pct,vpd,饱和水汽压差VPD,0,0.6711075172860573,0.7774857134960875,0.388040347160687,0.9993687142937572,-0.8527644811662741,2.194979515738389,5.016467784197575,0,15,0.06408689088537585
茄子,volume,z,precip_1d,当日降水,8,-0.053856256749459305,0.03800932530095653,0.15650567568547435,0.9993687142937572,-0.12835453433933408,0.020642020840415484,-0.243596987555371,0,15,0.03929667859624747
茄子,volume,z,precip_3d,3日累计降水,7,-0.07126838432997555,0.05362830117591678,0.18387028968359753,0.9993687142937572,-0.17637985463477243,0.03384308597482133,-0.3825901790138424,0,15,0.051323344342232555
茄子,volume,z,precip_7d,7日累计降水,3,-0.05652773470436759,0.07378397141927254,0.4436020127763658,0.9993687142937572,-0.20114431868614177,0.0880888492774066,-0.44332137398993293,0,15,0.03691512106159128
茄子,volume,z,soil_z,土壤水分异常,0,-0.1577064769587827,0.09460713480965133,0.0955220067820379,0.9993687142937572,-0.3431364611856993,0.027723507268133885,-1.7443476225244265,0,15,0.10670838074518188
茄子,volume,z,temp_max,日最高气温,0,0.09575685404420854,0.12264292733645862,0.4349332936336553,0.9993687142937572,-0.14462328353525034,0.33613699162366745,0.6058351206832001,0,15,0.06947982390476468
茄子,volume,z,temp_min,日最低气温,0,0.0870762408115844,0.12125856152463249,0.47269325172809384,0.9993687142937572,-0.1505905397766953,0.32474302139986405,0.5661224352197982,0,15,0.0636383500883628
茄子,volume,z,vpd,饱和水汽压差VPD,0,0.11835712548208194,0.10624188173610934,0.2652643706240735,0.9993687142937572,-0.08987696272069237,0.3265912136848562,1.11672430694796,0,15,0.08387942882390387
西红柿,price,pct,precip_1d,当日降水,13,-0.6905127450231057,1.2007218952246943,0.5652362936813076,0.9993687142937572,-3.043927659663506,1.662902169617295,-5.534320723609766,0,15,0.02641464139758764
西红柿,price,pct,precip_3d,3日累计降水,11,-0.9191124019198509,1.443091671466152,0.5241866801703058,0.9993687142937572,-3.7475720779935084,1.9093472741538067,-8.082781634843823,0,15,0.0360741076828872
西红柿,price,pct,precip_7d,7日累计降水,12,-0.9800644605885903,1.627370358173008,0.547015646333546,0.9993687142937572,-4.1697103626076855,2.209581441430505,-11.782586922593914,0,15,0.03801508693485552
西红柿,price,pct,soil_z,土壤水分异常,13,0.6757305713142419,2.417776773602862,0.7798732096623328,0.9993687142937572,-4.063111904947368,5.414573047575852,5.778353054577968,0,15,0.02457557762353589
西红柿,price,pct,temp_max,日最高气温,13,-3.4142198858309403,2.7527837217514364,0.21487221105941523,0.9993687142937572,-8.809675980463755,1.9812362088018753,-47.46791672668823,0,15,0.12408789891217682
西红柿,price,pct,temp_min,日最低气温,12,-3.3630877391273897,2.744314066720708,0.22039637820778524,0.9993687142937572,-8.741943309899977,2.0157678316451983,-46.95652458061442,0,15,0.12231736717909346
西红柿,price,pct,vpd,饱和水汽压差VPD,8,-2.8275091723553327,2.1530365721189897,0.18909341786583833,0.9993687142937572,-7.047460853708553,1.3924425089978874,-38.30196587726867,0,15,0.1029965801706746
西红柿,price,z,precip_1d,当日降水,13,-0.026016816864558513,0.0469696805204215,0.579642755995062,0.9993687142937572,-0.11807739068458464,0.06604375695546763,-0.20870248307409214,0,15,0.019952686057491644
西红柿,price,z,precip_3d,3日累计降水,11,-0.034154154789489966,0.05813805725072147,0.556890514888782,0.9993687142937572,-0.14810474700090404,0.07979643742192412,-0.3024795292110776,0,15,0.02937507409382979
西红柿,price,z,precip_7d,7日累计降水,13,-0.03815827399324962,0.06730239296342003,0.5707362169897565,0.9993687142937572,-0.17007096420155288,0.09375441621505365,-0.43426197745044726,0,15,0.033868353013944585
西红柿,price,z,soil_z,土壤水分异常,13,0.04010284529856284,0.10173086109632858,0.6934294680902118,0.9993687142937572,-0.15928964245024116,0.23949533304736684,0.46315837718761355,0,15,0.033390951164819264
西红柿,price,z,temp_max,日最高气温,13,-0.12021298770356675,0.1249154600851016,0.33587143011450393,0.9993687142937572,-0.3650472894703659,0.12462131406323237,-1.618817254441083,0,15,0.10144871183502156
西红柿,price,z,temp_min,日最低气温,12,-0.11961594677116986,0.12403239323666125,0.3348490315611794,0.9993687142937572,-0.3627194375150259,0.12348754397268617,-1.6048674312574982,0,15,0.10148850620259936
西红柿,price,z,vpd,饱和水汽压差VPD,14,-0.09625917209788634,0.09700046675386259,0.32102300531856076,0.9993687142937572,-0.286380086935457,0.09386174273968434,-1.2304593937548274,0,15,0.08198307173750603
西红柿,volume,pct,precip_1d,当日降水,1,-0.5244651940524663,0.40701507115649604,0.19754951260306264,0.9993687142937572,-1.3222147335191985,0.27328434541426594,-0.9530152192821898,0,15,0.03935220686338734
西红柿,volume,pct,precip_3d,3日累计降水,0,-0.5832652784954024,0.5583637798414169,0.2962091432034968,0.9993687142937572,-1.6776582869845795,0.5111277299937746,-1.1036391258589229,0,15,0.040876020231681
西红柿,volume,pct,precip_7d,7日累计降水,0,-0.3228298061668382,0.8341396589886538,0.6987404472705722,0.9993687142937572,-1.9577435377845998,1.3120839254509233,-1.2491253302191594,0,15,0.0173671739080677
西红柿,volume,pct,soil_z,土壤水分异常,10,2.6625075735240618,0.8645527148345712,0.002072537956743243,0.2899655350248582,0.9679842524483022,4.357030894599822,36.37731376138582,15,15,0.1927084139421093
西红柿,volume,pct,temp_max,日最高气温,1,0.19970826045567036,1.1240621772453485,0.8589848484944765,0.9993687142937572,-2.0034536069452127,2.402870127856554,1.1246390553760197,0,15,0.019770241644091073
西红柿,volume,pct,temp_min,日最低气温,10,-0.4008063820743672,1.104485362943297,0.7166872676823762,0.9993687142937572,-2.565597693443229,1.7639849292944947,-4.241025411984082,0,15,0.026107536149526177
西红柿,volume,pct,vpd,饱和水汽压差VPD,11,-0.9345478930176476,0.938807834797957,0.31951142650266817,0.9993687142937572,-2.7746112492216435,0.9055154631863482,-7.614611767678858,0,15,0.06669052197636893
西红柿,volume,z,precip_1d,当日降水,1,-0.04210120270259311,0.032359008590884655,0.1932358979572526,0.9993687142937572,-0.10552485954072703,0.021322454135540805,-0.08387934616636875,0,15,0.039943227604441287
西红柿,volume,z,precip_3d,3日累计降水,0,-0.047460726171055,0.04459320933926008,0.2871910563156609,0.9993687142937572,-0.13486341647600475,0.03994196413389475,-0.10181145318807018,0,15,0.04230209603265031
西红柿,volume,z,precip_7d,7日累计降水,0,-0.02647871978506918,0.06677590666663452,0.6917133131534239,0.9993687142937572,-0.15735949685167286,0.10440205728153448,-0.11648370953685216,0,15,0.018488143101703877
西红柿,volume,z,soil_z,土壤水分异常,10,0.21210166313021686,0.06930161152678967,0.002209243111020555,0.2899655350248582,0.07627050453770912,0.3479328217227246,2.9289135532037864,15,15,0.19417841525689802
西红柿,volume,z,temp_max,日最高气温,1,0.01525361285256812,0.09009168958258018,0.8655511616084463,0.9993687142937572,-0.16132609872928902,0.19183332443442527,0.07715028961563111,0,15,0.01908091783585759
西红柿,volume,z,temp_min,日最低气温,10,-0.03292610708777636,0.087891128340123,0.7079402819818859,0.9993687142937572,-0.20519271863441743,0.13934050445886473,-0.35425685666782547,0,15,0.027335983526507613
西红柿,volume,z,vpd,饱和水汽压差VPD,11,-0.07326900470551245,0.07497665612660705,0.32845815723462535,0.9993687142937572,-0.22022325071366225,0.07368524130263734,-0.6048314274502663,0,15,0.06615843684522489
青椒,price,pct,precip_1d,当日降水,6,2.2338434607208963,1.9265921621941233,0.24626092665505295,0.9993687142937572,-1.5422771771795851,6.009964098621378,21.645771215606427,0,15,0.064165662862605
青椒,price,pct,precip_3d,3日累计降水,4,2.9123439002535108,2.2457553951549967,0.1946926082048246,0.9993687142937572,-1.489336674250283,7.314024474757304,31.293279847861672,0,15,0.0857336243859578
青椒,price,pct,precip_7d,7日累计降水,14,2.8781207645429765,2.888750431462917,0.31909453209474825,0.9993687142937572,-2.78383008112434,8.540071610210294,40.02280767811916,0,15,0.09259225636219794
青椒,price,pct,soil_z,土壤水分异常,14,5.964996730766868,2.4318914009884334,0.01417404573371354,0.464313815608437,1.198489584829538,10.731503876704197,80.53871714487644,15,15,0.19278041185094089
青椒,price,pct,temp_max,日最高气温,13,1.9585113796631084,2.649603397883901,0.4598028503261965,0.9993687142937572,-3.2347112801893374,7.151734039515555,25.05085190850644,0,15,0.06261221672669848
青椒,price,pct,temp_min,日最低气温,11,1.984765499568978,2.8252502800179067,0.48236140472760847,0.9993687142937572,-3.5527250492661193,7.522256048404076,25.571933889768825,0,15,0.06296722230828099
青椒,price,pct,vpd,饱和水汽压差VPD,8,-1.0752261596157038,1.8748276784550582,0.5663016911236772,0.9993687142937572,-4.7498884093876175,2.5994360901562104,-11.566207942535344,0,15,0.0362058500773353
青椒,price,z,precip_1d,当日降水,6,0.06216546380325394,0.059958360391362965,0.29982413302087696,0.9993687142937572,-0.055352922563817464,0.17968385017032534,0.5937899590978261,0,15,0.041729986047697495
青椒,price,z,precip_3d,3日累计降水,5,0.07849864221233703,0.070178246597397,0.2633275147879758,0.9993687142937572,-0.05905072111856109,0.21604800554323517,0.8577136336089713,0,15,0.057002962146818235
青椒,price,z,precip_7d,7日累计降水,14,0.080307896719296,0.08853174005072642,0.3643494068610842,0.9993687142937572,-0.09321431378012779,0.2538301072187198,1.0916658368846213,0,15,0.06245463886568033
青椒,price,z,soil_z,土壤水分异常,14,0.20221330497243042,0.0905321241208666,0.02550885651168949,0.5920237286670181,0.024770341695531883,0.37965626824932897,2.790563552825504,15,15,0.1607265260666276
青椒,price,z,temp_max,日最高气温,10,0.07072658732988685,0.11971805921744161,0.5546703432349899,0.9993687142937572,-0.1639208087362987,0.30537398339607236,0.9326850323073204,0,15,0.05452431682732254
青椒,price,z,temp_min,日最低气温,11,0.06296065661781827,0.1242094820401707,0.6122313683638574,0.9993687142937572,-0.18048992818091628,0.30641124141655285,0.812022430494382,0,15,0.048425945324304255
青椒,price,z,vpd,饱和水汽压差VPD,8,-0.02038922155704368,0.08922508964610248,0.8192463301584991,0.9993687142937572,-0.19527039726340453,0.15449195414931718,-0.14143765396814256,0,15,0.017332601844217733
青椒,volume,pct,precip_1d,当日降水,1,-0.41018249855573646,0.3146006333880718,0.1922950694184149,0.9993687142937572,-1.0267997399963573,0.20643474288488434,0.030698782858469664,0,15,0.03997703114498828
青椒,volume,pct,precip_3d,3日累计降水,0,-0.46655247967104596,0.3980446609723699,0.24115254047472234,0.9993687142937572,-1.246720015176891,0.313615055834799,0.8948952698696262,0,15,0.04213341324878329
青椒,volume,pct,precip_7d,7日累计降水,10,0.30210077979138134,0.5004072916813893,0.546036605706116,0.9993687142937572,-0.6786975119041416,1.2828990714869044,1.8957288441312177,0,15,0.03618987725866218
青椒,volume,pct,soil_z,土壤水分异常,10,0.7570924255815157,0.6761152254243042,0.262812492854281,0.9993687142937572,-0.5680934162501206,2.0822782674131517,7.686568494579906,0,15,0.07027718411156579
青椒,volume,pct,temp_max,日最高气温,3,-0.2668911449259559,0.7214484727890464,0.7114287490957554,0.9993687142937572,-1.6809301515924868,1.147147861740575,-1.5567531395360856,0,15,0.020752828042134713
青椒,volume,pct,temp_min,日最低气温,3,-0.1906134813771802,0.7073540350248382,0.7875649907967107,0.9993687142937572,-1.5770273900258631,1.1958004272715026,-0.8302368533994575,0,15,0.012836061401290644
青椒,volume,pct,vpd,饱和水汽压差VPD,13,-0.46257423419985716,0.6839123746294562,0.49880908083016406,0.9993687142937572,-1.8030424884735912,0.877894020073877,-5.082955627390864,0,15,0.04020075686715408
青椒,volume,z,precip_1d,当日降水,1,-0.0639414150898174,0.04969320685034571,0.1981906928607734,0.9993687142937572,-0.161340100516495,0.033457270336860176,0.01600495801902394,0,15,0.04024245168938189
青椒,volume,z,precip_3d,3日累计降水,0,-0.07282834722911416,0.06301715119035389,0.24780761782636107,0.9993687142937572,-0.1963419635622078,0.05068526910397947,0.1575731637370745,0,15,0.042079972925757735
青椒,volume,z,precip_7d,7日累计降水,10,0.05030366578326212,0.0784217015578299,0.521229815419858,0.9993687142937572,-0.10340286927008449,0.20401020083660873,0.3261010198003499,0,15,0.038045773526062164
青椒,volume,z,soil_z,土壤水分异常,10,0.11501196396190505,0.1056456715872178,0.2763049031317334,0.9993687142937572,-0.09205355234904183,0.32207748027285193,1.1483831404318028,0,15,0.06832907068319716
青椒,volume,z,temp_max,日最高气温,3,-0.03741055669875085,0.11299922117985339,0.7405922496243227,0.9993687142937572,-0.2588890302112635,0.1840679168137618,-0.17812513473326622,0,15,0.018138169081770027
青椒,volume,z,temp_min,日最低气温,3,-0.02466205986131978,0.11056407754240573,0.8234913665642554,0.9993687142937572,-0.241367651844435,0.19204353212179545,-0.05778217886569096,0,15,0.012616077082302885
青椒,volume,z,vpd,饱和水汽压差VPD,13,-0.06751877554793487,0.10665752106611598,0.5267056951826515,0.9993687142937572,-0.2765675168375222,0.14152996574165244,-0.71634135634819,0,15,0.03733577615120825
韭菜,price,pct,precip_1d,当日降水,9,2.9290541291910386,0.9448657156089257,0.0019354110422713175,0.2899655350248582,1.0771173265975442,4.780990931784533,35.54569010642368,9,15,0.12083531049322929
韭菜,price,pct,precip_3d,3日累计降水,9,4.330418732305275,1.3655584717726132,0.0015182600539884318,0.2899655350248582,1.6539241276309529,7.006913336979597,55.72352878831277,13,15,0.17711908833594325
韭菜,price,pct,precip_7d,7日累计降水,6,5.454010314713159,1.739106407638374,0.0017121124684454354,0.2899655350248582,2.045361755741946,8.86265887368437,73.76441083039447,15,15,0.21314884112781962
韭菜,price,pct,soil_z,土壤水分异常,8,4.032097348253708,1.9508031615045425,0.03874443318782954,0.6925134872687063,0.20852315170480473,7.855671544802611,55.26211746608244,0,15,0.15632243552035538
韭菜,price,pct,temp_max,日最高气温,8,-0.5933781162467016,1.906054421167358,0.7555632452417032,0.9993687142937572,-4.329244781734723,3.14248854924132,-5.6242924704172355,0,15,0.023887853288810417
韭菜,price,pct,temp_min,日最低气温,1,0.29185297492466833,2.0515589276734487,0.8868753327765684,0.9993687142937572,-3.7292025233152906,4.312908473164628,1.922023718826305,0,15,0.009083886656302217
韭菜,price,pct,vpd,饱和水汽压差VPD,8,-2.370493277909203,1.4724703801603132,0.10742514407859366,0.9993687142937572,-5.256535223023416,0.5155486672050107,-26.52180567715421,0,15,0.09430617462515462
韭菜,price,z,precip_1d,当日降水,8,0.09952907352451251,0.035750276768481415,0.005369163114178364,0.3148941610207311,0.02945853105828894,0.16959961599073609,1.1555973991858068,0,15,0.08962053425305556
韭菜,price,z,precip_3d,3日累计降水,8,0.13874154650659126,0.05180475246901857,0.007402728931097775,0.35112397334387263,0.037204231667314874,0.24027886134586765,1.8221009817276401,0,15,0.12327240041343795
韭菜,price,z,precip_7d,7日累计降水,6,0.17843354476209375,0.07014496605471428,0.010965930881431815,0.4163845929457367,0.04094941129485377,0.3159176782293337,2.4245164238028796,0,15,0.14948574474854773
韭菜,price,z,soil_z,土壤水分异常,12,0.1333450043627826,0.08271666515818808,0.1069468397012594,0.9993687142937572,-0.028779659347266034,0.29546966807283126,1.7756282001772827,0,15,0.11379743054748437
韭菜,price,z,temp_max,日最高气温,8,-0.05019076152909005,0.0889655345570394,0.572645510945123,0.9993687142937572,-0.22456320926088727,0.12418168620270717,-0.5870723018749457,0,15,0.04472685621607586
韭菜,price,z,temp_min,日最低气温,14,-0.031998707023717064,0.09376550366026193,0.732905519634965,0.9993687142937572,-0.21577909419783045,0.1517816801503963,-0.2973051342445951,0,15,0.029588339162964255
韭菜,price,z,vpd,饱和水汽压差VPD,8,-0.10168223882908116,0.07209064551784156,0.15839871363163482,0.9993687142937572,-0.24297990404405062,0.03961542638588829,-1.1585105196442906,0,15,0.08793084706737483
韭菜,volume,pct,precip_1d,当日降水,1,-0.7037161230557492,0.4403946720764304,0.11006044446699316,0.9993687142937572,-1.5668896803255528,0.15945743421405445,-5.1164309048429155,0,15,0.06316346699282141
韭菜,volume,pct,precip_3d,3日累计降水,0,-0.86108978814723,0.5408327547446211,0.11134979285679021,0.9993687142937572,-1.9211219874466874,0.19894241115222744,-6.44235718706299,0,15,0.07379722483996956
韭菜,volume,pct,precip_7d,7日累计降水,0,-0.9221226051175344,0.5919970105799375,0.1193168555073834,0.9993687142937572,-2.0824367458542117,0.23819153561914308,-6.319656696182321,0,15,0.0719916647734766
韭菜,volume,pct,soil_z,土壤水分异常,3,1.1537582836767768,0.6870746923549762,0.09310670335055199,0.9993687142937572,-0.1929081133389765,2.50042468069253,15.333562367593501,0,15,0.10216108473588832
韭菜,volume,pct,temp_max,日最高气温,9,-0.9023867865685195,0.9474564207096813,0.3408784865835688,0.9993687142937572,-2.7594013711594947,0.9546277980224559,-12.432551071681853,0,15,0.07527535064548271
韭菜,volume,pct,temp_min,日最低气温,8,-1.1029033182656236,0.9566643667223211,0.24896646364200614,0.9993687142937572,-2.977965477041373,0.7721588405101258,-14.877785642450538,0,15,0.09260837251800301
韭菜,volume,pct,vpd,饱和水汽压差VPD,5,-0.9734045632975434,0.7933305815214718,0.21982830470502346,0.9993687142937572,-2.5283325030796284,0.5815233764845413,-11.312282319547709,0,15,0.08217074123423226
韭菜,volume,z,precip_1d,当日降水,1,-0.10327358768010166,0.06284339044703614,0.10031086130023303,0.9993687142937572,-0.2264466329562925,0.019899457596089187,-0.7702352965101498,0,15,0.0648925560190886
韭菜,volume,z,precip_3d,3日累计降水,0,-0.12658012557905426,0.07720549292144935,0.10110453500348177,0.9993687142937572,-0.27790289170509497,0.024742640546986466,-0.9805755503190513,0,15,0.07606433656191851
韭菜,volume,z,precip_7d,7日累计降水,0,-0.136949468984875,0.08399128210293774,0.10299163244591028,0.9993687142937572,-0.30157238190663294,0.027673443936882952,-0.9813019153946978,0,15,0.07513614201536309
韭菜,volume,z,soil_z,土壤水分异常,3,0.15734561368241345,0.0976916168467297,0.10725913007527756,0.9993687142937572,-0.03412995533717675,0.3488211827020037,2.1054854242541863,0,15,0.0976212516403441
韭菜,volume,z,temp_max,日最高气温,11,-0.13610588672017948,0.12851724925450095,0.28957809391471745,0.9993687142937572,-0.38799969525900135,0.11578792181864239,-1.8872123774715446,0,15,0.07947343662317499
韭菜,volume,z,temp_min,日最低气温,8,-0.16594041212304267,0.13598107508891374,0.2223436283765936,0.9993687142937572,-0.4324633192973136,0.10058249505122824,-2.2529354779065285,0,15,0.09766824588174416
韭菜,volume,z,vpd,饱和水汽压差VPD,5,-0.1416366693009573,0.11327153281221737,0.21114719627008582,0.9993687142937572,-0.3636488736129033,0.08037553501098874,-1.675808749996279,0,15,0.0837260886533682
黄瓜,price,pct,precip_1d,当日降水,5,4.618892118387054,2.546396733551104,0.06969414572176104,0.8979669372247424,-0.37204547937311006,9.609829716147217,52.5164343292894,0,15,0.13494686671275044
黄瓜,price,pct,precip_3d,3日累计降水,4,6.441197767302228,3.0012766135864557,0.03186080161347903,0.644642792552443,0.5586956046727751,12.323699929931681,81.7656194872811,0,15,0.18478925744804578
黄瓜,price,pct,precip_7d,7日累计降水,6,8.25821699807824,2.886661430740833,0.0042254769340580945,0.29597505984962935,2.600360593826207,13.916073402330273,105.75135057200852,9,15,0.23179575282343487
黄瓜,price,pct,soil_z,土壤水分异常,5,4.727643731953236,2.5238919273883633,0.06104682299737758,0.8519074334682273,-0.21918444572795615,9.674471909634429,63.15242087251087,0,15,0.1326619777329615
黄瓜,price,pct,temp_max,日最高气温,1,-1.2419914253005788,2.7468658246633133,0.6511619633225936,0.9993687142937572,-6.625848441640672,4.141865591039515,-8.609383420321997,0,15,0.03571558875771482
黄瓜,price,pct,temp_min,日最低气温,14,1.1994255712244657,2.8674184585180225,0.6757317592032654,0.9993687142937572,-4.420714607470858,6.819565749919789,4.076126160719385,0,15,0.032542723611254584
黄瓜,price,pct,vpd,饱和水汽压差VPD,4,-2.7810708186845963,2.0859799435646376,0.18245951748579958,0.9993687142937572,-6.869591508071286,1.3074498707020936,-30.07517288946941,0,15,0.07845476360440053
黄瓜,price,z,precip_1d,当日降水,5,0.14329360976561845,0.08333763638023295,0.08553527902692402,0.9818537468320914,-0.020048157539638123,0.306635377070875,1.5755884653829488,0,15,0.10672934902733981
黄瓜,price,z,precip_3d,3日累计降水,4,0.19392781426908723,0.0999787015099789,0.052417221466582925,0.7871651943424565,-0.0020304406904713967,0.3898860692286459,2.4497317661554012,0,15,0.1421849628914165
黄瓜,price,z,precip_7d,7日累计降水,6,0.24879853235593413,0.10255576861639855,0.015266993142015236,0.4682597189847782,0.04778922586779297,0.44980783884407527,3.156811871467577,0,15,0.17900918499346757
黄瓜,price,z,soil_z,土壤水分异常,4,0.13176957656483235,0.09717364596925003,0.1750922508203081,0.9993687142937572,-0.05869076953489771,0.3222299226645624,1.6995862248514844,0,15,0.09645338769180443
黄瓜,price,z,temp_max,日最高气温,4,-0.08269104903879508,0.1096082794550452,0.45059503499363573,0.9993687142937572,-0.2975232767706837,0.1321411786930935,-0.8950491874446183,0,15,0.06193348896601784
黄瓜,price,z,temp_min,日最低气温,0,-0.059703162548139455,0.1131740906869617,0.597822923752861,0.9993687142937572,-0.2815243802945844,0.16211805519830547,-0.4832119800798257,0,15,0.04633373569693264
黄瓜,price,z,vpd,饱和水汽压差VPD,4,-0.10092746945262349,0.08668753061309517,0.24431564681162166,0.9993687142937572,-0.27083502945429005,0.06898009054904305,-1.1554464965006812,0,15,0.07477471481129772
黄瓜,volume,pct,precip_1d,当日降水,2,-0.45390020738312586,0.24221079578808533,0.060932032092719406,0.8519074334682273,-0.9286333671277731,0.020832952361521384,-2.826374851274224,0,15,0.0468131132593619
黄瓜,volume,pct,precip_3d,3日累计降水,8,-0.5180300353896171,0.309468123188872,0.09414304906742632,0.9993687142937572,-1.1245875568398063,0.08852748606057204,-4.188274248890675,0,15,0.05395442501709782
黄瓜,volume,pct,precip_7d,7日累计降水,7,-0.4909663879651858,0.432491175138532,0.2562891992072478,0.9993687142937572,-1.3386490912367086,0.3567163153063369,-4.9474789317398695,0,15,0.04613632987783983
