crop,response,metric,hazard_key,hazard_label,peak_lag,peak_effect,peak_se,peak_p,peak_fdr_p,peak_ci_low,peak_ci_high,sum_effect_0_14,n_lag_sig_within,n_lag_focus,corr_max_abs
芸豆,volume,z,temp_max,日最高气温,0,0.05037049391317646,0.0848664113678433,0.5528286186047175,0.9993687142937572,-0.1159676723677964,0.21670866019414933,0.36724899682712797,0,15,0.050899950895068664
芸豆,volume,z,temp_min,日最低气温,0,0.04566940733964507,0.08438978547682681,0.5883888850396946,0.9993687142937572,-0.11973457219493548,0.2110733868742256,0.2464903029145049,0,15,0.04743201249514778
芸豆,volume,z,vpd,饱和水汽压差VPD,14,-0.026734867231746673,0.06982246676089154,0.7017955604941135,0.9993687142937572,-0.1635869020830941,0.11011716761960075,-0.032159977072039554,0,15,0.02045406114416152
芹菜,price,pct,precip_1d,当日降水,8,0.9833751947747702,1.2044833817374045,0.41425480080616617,0.9993687142937572,-1.3774122334305425,3.344162622980083,4.017441323345467,0,15,0.025055449100995414
芹菜,price,pct,precip_3d,3日累计降水,14,1.4582557675282024,2.0380699414424055,0.4742950720593534,0.9993687142937572,-2.536361317698912,5.452872852755317,8.381506585713774,0,15,0.036246643854689516
芹菜,price,pct,precip_7d,7日累计降水,14,1.7588404555890174,2.748588459573773,0.522233190455516,0.9993687142937572,-3.6283929251755778,7.1460738363536125,13.469252268152879,0,15,0.04144136391832849
芹菜,price,pct,soil_z,土壤水分异常,14,3.0761001737257425,2.9260296363918954,0.2931262850908747,0.9993687142937572,-2.658917913602372,8.811118261053856,33.208777019217706,0,15,0.0762644966978732
芹菜,price,pct,temp_max,日最高气温,5,1.1774955341067737,2.978169916082691,0.6925657590658969,0.9993687142937572,-4.659717501415301,7.014708569628848,13.840869823976075,0,15,0.028288938082154054
芹菜,price,pct,temp_min,日最低气温,11,1.1285369333546111,3.1905821914621466,0.723557142214681,0.9993687142937572,-5.125004161911196,7.382078028620418,12.375303015697023,0,15,0.026046994751557074
芹菜,price,pct,vpd,饱和水汽压差VPD,8,-2.274462164484894,2.4901270757921434,0.36103640848857754,0.9993687142937572,-7.155111233037495,2.606186904067707,-21.541326384091438,0,15,0.0576967771296576
芹菜,price,z,precip_1d,当日降水,8,0.03853088172856841,0.03917750820719955,0.3253638963547697,0.9993687142937572,-0.038257034357542706,0.11531879781467952,0.27882534096029055,0,15,0.03095767050278442
芹菜,price,z,precip_3d,3日累计降水,14,0.06549943114951597,0.06589803712690345,0.3202466403284928,0.9993687142937572,-0.06366072161921481,0.19465958391824673,0.48361763558712306,0,15,0.0518046870593932
芹菜,price,z,precip_7d,7日累计降水,14,0.08260861066361797,0.08793653019454208,0.34751937706381075,0.9993687142937572,-0.0897469885176845,0.2549642098449204,0.7267329383261081,0,15,0.0620700478055986
芹菜,price,z,soil_z,土壤水分异常,14,0.09741921224818909,0.09408935580920755,0.30048664454914886,0.9993687142937572,-0.0869959251378577,0.28183434963423587,1.0665633660537417,0,15,0.07593478773795415
芹菜,price,z,temp_max,日最高气温,4,0.07551122124842975,0.10044190894049225,0.45217736548011833,0.9993687142937572,-0.12135492027493507,0.2723773627717946,0.9897916007694779,0,15,0.05698399405736538
芹菜,price,z,temp_min,日最低气温,4,0.07268201320387856,0.10096660835143699,0.47161003635736864,0.9993687142937572,-0.12521253916493796,0.27057656557269505,0.9545005370538487,0,15,0.05457672191858017
芹菜,price,z,vpd,饱和水汽压差VPD,8,-0.02923441367307098,0.08238387947620374,0.7226974752910373,0.9993687142937572,-0.19070681744643028,0.13223799010028833,-0.05856263524502313,0,15,0.023902927990594142
芹菜,volume,pct,precip_1d,当日降水,1,-0.5187212022255003,0.2715736726281521,0.056125870964631064,0.8143831340010407,-1.0510056005766784,0.01356319612567769,-2.6739767157876004,0,15,0.05117745414605883
芹菜,volume,pct,precip_3d,3日累计降水,0,-0.6531991088217639,0.3661610250301141,0.07443793801171864,0.9312696897733738,-1.3708747178807874,0.0644765002372597,-3.3084129051002225,0,15,0.060277479660343726
芹菜,volume,pct,precip_7d,7日累计降水,0,-0.552795908967942,0.5191790463381554,0.28698906012047765,0.9993687142937572,-1.5703868397907264,0.46479502185484245,-3.1716355824711178,0,15,0.04391417738112215
芹菜,volume,pct,soil_z,土壤水分异常,14,1.8797525884929633,0.6292291865794164,0.0028137110215998825,0.2899655350248582,0.6464633827973072,3.1130417941886197,24.33557805107875,15,15,0.17418362911496924
芹菜,volume,pct,temp_max,日最高气温,12,-0.30096369245018556,0.8104503613373104,0.7103741499566323,0.9993687142937572,-1.8894464006713139,1.2875190157709429,-3.293044557720623,0,15,0.025276645401330025
芹菜,volume,pct,temp_min,日最低气温,10,-0.48724966577752754,0.8029581832122804,0.5439715467066489,0.9993687142937572,-2.061047704873597,1.086548373318542,-5.94318702612097,0,15,0.042207584112664696
