method,crop,response,metric,hazard_key,hazard_label,hazard_unit,lag_day,effect,se,t,p_value,n,r2,pearson_r,spearman_r,hazard_sd,effect_per_unit,fdr_p,fdr_p_within,ci_low,ci_high
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,11,0.1138451284141155,0.11556090500940236,0.9851526206449555,0.3245491093342583,1403,0.011295680651182693,0.057878071515115766,0.04726317211351499,28.659743783036618,0.003972300983426766,0.9993687142937572,0.4553003355684391,-0.11265424540431311,0.3403445022325441
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,12,0.12478800024451094,0.12072286103990226,1.0336733172954296,0.3012889111420678,1402,0.011855248930589424,0.062161876232319085,0.05358164146688328,28.659743783036618,0.004354121278584896,0.9993687142937572,0.4553003355684391,-0.11182880739369751,0.3614048078827194
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,13,0.12267020332924461,0.12298492012237909,0.997441013151683,0.3185504921890332,1401,0.011662103619674236,0.0606464169383063,0.060968081582821354,28.659743783036618,0.004280226796788454,0.9993687142937572,0.4553003355684391,-0.1183802401106184,0.36372064676910765
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,14,0.12044177546505735,0.12616000372938185,0.9546747931571854,0.339742180884689,1400,0.011535277087086349,0.06015358502065469,0.06684917977831785,28.659743783036618,0.0042024721636327225,0.9993687142937572,0.4553003355684391,-0.12683183184453106,0.36771538277464577
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,15,0.13336248697682998,0.12500299410936017,1.0668743411070332,0.28602858290891253,1399,0.012302670821031647,0.0660688450809911,0.07935587481101261,28.659743783036618,0.004653303532174832,0.9993687142937572,0.4553003355684391,-0.11164338147751593,0.37836835543117586
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,16,0.13875743416245054,0.12692934250470217,1.0931864250168175,0.2743119560453434,1399,0.01256975979309527,0.06760185264197852,0.07461694101011095,28.659743783036618,0.004841544823739126,0.9993687142937572,0.4553003355684391,-0.11002407714676571,0.3875389454716668
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,17,0.12568938787122547,0.12514534526867704,1.0043472859608193,0.31521124896063013,1399,0.011815474147213512,0.06152544822392163,0.07793069385469792,28.659743783036618,0.0043855726283784716,0.9993687142937572,0.4553003355684391,-0.11959548885538154,0.37097426459783245
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,18,0.14182835779987588,0.13249710173341325,1.0704261145669232,0.2844275498028189,1398,0.012832469245047329,0.0694182893140053,0.08559163889404296,28.659743783036618,0.004948695943465569,0.9993687142937572,0.4553003355684391,-0.11786596159761412,0.4015226771973659
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,19,0.1434088560021082,0.1327645427920395,1.0801743672385615,0.2800645405371114,1397,0.012884765609406434,0.07136425563358448,0.08911999246932706,28.659743783036618,0.005003842919453812,0.9993687142937572,0.4553003355684391,-0.11680964787028922,0.4036273598745056
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,20,0.16734221566915786,0.14073957392821215,1.1890203373396246,0.23443166410524807,1396,0.014415086071414618,0.08228472637136025,0.07968840340057355,28.659743783036618,0.0058389292289558374,0.9993687142937572,0.4553003355684391,-0.10850734923013794,0.44319178056845365
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,21,0.1793603135731435,0.1442002459318504,1.243828069876593,0.21356284713067575,1395,0.015365968444727485,0.08672908208560678,0.07144596670302672,28.659743783036618,0.006258266470592276,0.9993687142937572,0.4553003355684391,-0.10327216845328327,0.4619927955995703
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,22,0.1782932182124188,0.1487238372071088,1.1988207241057967,0.23059766242083746,1394,0.015354522765058776,0.08638761598270409,0.07095564242028335,28.659743783036618,0.0062210332221444556,0.9993687142937572,0.4553003355684391,-0.11320550271351446,0.46979193913835204
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,23,0.17519813961490457,0.14783650748153365,1.1850803471990075,0.23598568061409575,1394,0.014975213573231727,0.08421372434149657,0.07983509371377244,28.659743783036618,0.006113039283993962,0.9993687142937572,0.4553003355684391,-0.11456141504890135,0.4649576942787105
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,24,0.19002324504177368,0.15298294977987073,1.242120414825317,0.21419213739724619,1394,0.016238025408097045,0.09166189881250567,0.08556097235183512,28.659743783036618,0.006630319045428672,0.9993687142937572,0.4553003355684391,-0.10982333652677292,0.4898698266103203
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,25,0.20176366814405972,0.1502155700833306,1.343160819029168,0.17921990557041567,1393,0.01734153532378635,0.0986335467664879,0.10009640216516523,28.659743783036618,0.0070399676169987735,0.9993687142937572,0.4553003355684391,-0.09265884921926826,0.4961861855073877
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,26,0.2164288113538554,0.15155912813247402,1.4280156795615795,0.15328734551501494,1392,0.018679844838293436,0.10526175819283792,0.10543268246364047,28.659743783036618,0.007551665953202177,0.9993687142937572,0.4553003355684391,-0.0806270797857937,0.5134847024935045
hist,尖椒,volume,z,precip_7d,7日累计降水,mm,27,0.22807492625485376,0.15838218514178312,1.4400289151881696,0.1498592185559401,1391,0.019695435383555004,0.11028405420882663,0.10451689224653977,28.659743783036618,0.007958023909126807,0.9993687142937572,0.4553003355684391,-0.08235415662304113,0.5385040091327487
