date,crop,z_p_1,z_v_1,level_p_1,level_v_1,z_p_0,z_v_0,level_p_0,level_v_0,gap_v_z,gap_p_z,price_expected_hist,volume_expected_hist,scale_price,scale_volume,gap_v_pct,gap_p_pct,method
2026-07-10,土豆,0.6060033300992647,0.7735095851743055,1.0647690805807757,324.40415932938276,0.6060033300992647,0.7735095851743055,1.0647690805807757,324.40415932938276,0.0,0.0,0.93,290.0,0.2223900000000002,44.477999999999994,0.0,0.0,A
2026-07-10,尖椒,0.21334955444672887,-0.7870661439043075,1.7881560247113601,82.49928720514242,0.21334955444672887,-0.7870661439043075,1.7881560247113601,82.49928720514242,0.0,0.0,1.63,86.0,0.7413000000000003,4.4478,0.0,0.0,A
2026-07-10,甘蓝,-0.015129305912974447,-0.38560611286084195,0.6339437085844245,104.85470339365264,-0.015129305912974447,-0.38560611286084195,0.6339437085844245,104.85470339365264,0.0,0.0,0.64,110.0,0.40030199999999994,13.343399999999999,0.0,0.0,A
2026-07-10,芸豆,0.3186535961277078,0.7858914488942212,3.577634567619932,100.82581331065286,0.3186535961277078,0.7858914488942212,3.577634567619932,100.82581331065286,0.0,0.0,3.28,95.0,0.9340380000000005,7.412999999999999,0.0,0.0,A
2026-07-10,芹菜,0.2201758072370075,-0.42946247431514933,1.574044407687643,94.17967361348215,0.2201758072370075,-0.42946247431514933,1.574044407687643,94.17967361348215,0.0,0.0,1.45,98.0,0.5633879999999994,8.8956,0.0,0.0,A
2026-07-10,茄子,-0.17888317723070518,-0.30653527904136063,1.2053502666757456,92.04595016940631,-0.17888317723070518,-0.30653527904136063,1.2053502666757456,92.04595016940631,0.0,0.0,1.33,95.0,0.6968219999999999,9.636899999999999,0.0,0.0,A
2026-07-10,西红柿,0.06376087833899607,-0.3787820482843539,1.722539345201428,78.06892414649532,0.06376087833899607,-0.3787820482843539,1.722539345201428,78.06892414649532,0.0,0.0,1.68,82.0,0.6671700000000003,10.3782,0.0,0.0,A
2026-07-10,青椒,-0.10967711948180807,0.46329783791302015,1.6405659864609492,73.06065612346953,-0.10967711948180807,0.46329783791302015,1.6405659864609492,73.06065612346953,0.0,0.0,1.73,71.0,0.81543,4.4478,0.0,0.0,A
2026-07-10,韭菜,0.6594550585443221,1.2134518250619597,2.0715290665231683,85.19625470334745,0.6594550585443221,1.2134518250619597,2.0715290665231683,85.19625470334745,0.0,0.0,1.7,78.0,0.5633879999999998,5.9304,0.0,0.0,A
2026-07-10,黄瓜,-0.780607394877748,0.14248437811547962,1.1844285183963867,104.84498935597604,-0.780607394877748,0.14248437811547962,1.1844285183963867,104.84498935597604,0.0,0.0,1.63,104.0,0.5708009999999997,5.9304,0.0,0.0,A
2026-07-13,土豆,0.5206552597613074,0.4617780339812733,1.0457885232183173,310.53896339541905,0.5347413030197278,0.4975137509117578,1.0489211183785574,312.12841661305316,-0.035735716930484496,-0.014086043258420333,0.93,290.0,0.2223900000000002,44.477999999999994,-0.548087316425548,-0.3368381892731291,A
2026-07-13,尖椒,0.17726476321479925,-0.6379062848764463,1.8814063689711307,81.16272042612654,0.17963338615682628,-0.6441776100625521,1.8831622291580554,81.13482682596378,0.006271325186105847,-0.0023686229420270266,1.75,84.0,0.7413000000000003,4.4478,0.033206666860430466,-0.10033486782426487,A
2026-07-13,甘蓝,-0.05045239953639327,-0.35179227897686133,0.6198038035607827,105.30589490470015,-0.04001863000882463,-0.36320748563345784,0.6239804623702075,105.15357723619852,0.01141520665659651,-0.010433769527568644,0.64,110.0,0.40030199999999994,13.343399999999999,0.13847060772875444,-0.6526029389726223,A
2026-07-13,芸豆,0.2899571401302781,0.47466513128577215,3.8208309872530046,99.51869261822142,0.30176497468809255,0.5140742143879087,3.8318599534277165,99.81083215125757,-0.03940908310213653,-0.011807834557814423,3.55,96.0,0.9340380000000005,7.412999999999999,-0.30431201357931054,-0.31067510351301053,A
2026-07-13,芹菜,0.18127963291726756,-0.3050881010810097,1.5521307698299933,95.28605828802377,0.1922460397885938,-0.30775639798861926,1.5583091118644161,95.26232218605244,0.0026682969076095575,-0.010966406871326245,1.45,98.0,0.5633879999999994,8.8956,0.024220512215644467,-0.4260925540981204,A
2026-07-13,茄子,-0.16030622918629617,-0.2570227751713476,1.1882950927659468,92.52309721795125,-0.1461339856964347,-0.2638031813033827,1.198170623819039,92.45775512209744,0.006780406132035122,-0.014172243489861458,1.3,95.0,0.6968219999999999,9.636899999999999,0.06878115353032553,-0.7596562348532492,A
2026-07-13,西红柿,0.07050649529291574,-0.30085612032795606,1.7270398184645745,73.87765501201241,0.07441816758979682,-0.3005219250863461,1.7296495688708846,73.88112335706889,-0.00033419524160993586,-0.00391167229688108,1.68,77.0,0.6671700000000003,10.3782,-0.0045043442291899174,-0.15534228608988998,A
2026-07-13,青椒,-0.13678272769984973,0.24421830332395755,1.8584632603517115,70.0862341695243,-0.13195898177093712,0.23925361549467616,1.8623966874945248,70.06415223099722,0.004964687829281389,-0.004823745928912604,1.97,69.0,0.81543,4.4478,0.03200280945953299,-0.1996663524270662,A
2026-07-13,韭菜,0.6348021638678654,1.1670259662418243,2.137639921497189,85.92093079020052,0.6296755417746847,1.1691318100737842,2.1347516441293557,85.93341928646157,-0.002105843831959886,0.0051266220931807105,1.78,79.0,0.5633879999999998,5.9304,-0.015808223115259378,0.16226277347375803,A
2026-07-13,黄瓜,-0.7830001185229767,0.002550018460168089,1.1330627493469667,104.01512262947618,-0.7655349829671682,-0.004311372765089107,1.1430318661873577,103.97443183495392,0.006861391225257196,-0.01746513555580853,1.58,104.0,0.5708009999999997,5.9304,0.03912576396371661,-0.630956762050067,A
2026-07-14,土豆,0.4372450543866306,0.07828159677721726,1.0372389276450429,288.48180886145707,0.6115028737923395,0.21806113428534654,1.0759921241026784,294.69892313074365,-0.13977953750812927,-0.1742578194057089,0.94,285.0,0.2223900000000002,44.477999999999994,-2.1814436032584466,-4.1226804742165575,A
2026-07-14,尖椒,0.19252335835605247,-0.661779484255138,1.9177175655493417,81.55653720993,0.3538219592904143,-0.5734399261011381,2.0372882184219843,81.94945389668736,-0.08833955815399985,-0.16129860093436185,1.775,84.5,0.7413000000000003,4.4478,-0.4649901618430302,-6.736374809726338,A
2026-07-14,甘蓝,-0.07441042788899975,-0.44429280439277863,0.6202133568951776,104.0716233938654,0.10456529407725043,-0.31368479910107433,0.6918576963497115,105.81437825167473,-0.1306080052917043,-0.17897572196625017,0.65,110.0,0.40030199999999994,13.343399999999999,-1.584322598008479,-11.022206069928284,A
2026-07-14,芸豆,0.2628880892119904,0.09335445455134203,3.810547465071389,96.6920365715891,0.4362341557329426,0.2255267104161166,3.9724592783524866,97.67182950431467,-0.13217225586477457,-0.1733460665209522,3.565,96.0,0.9340380000000005,7.412999999999999,-1.020617638255806,-4.541705842387018,A
2026-07-14,芹菜,0.14037281745576566,-0.3818448081631025,1.5140843608807688,94.6032613245043,0.304272595359697,-0.2659581580289097,1.6064235289545088,95.63414260943803,-0.1158866501341928,-0.16389977790393132,1.435,98.0,0.5633879999999994,8.8956,-1.0519196785038014,-6.434785231619509,A
